股票代码,信号发生日期,信号日收盘价,RSI(14日),MA(200日),MACD柱,KDJ_J值,未来5日净收益率(%),振幅,涨跌幅,换手率
603151,2025-11-19,19.03,21.038002167882354,18.631800000000002,-0.5665429882030995,4.027770952775202,-3.247819232790339,3.49,-2.41,2.21
000034,2025-04-09,34.46,24.07595427617592,32.59325,-1.1753551791614856,36.81293802661614,5.197562391178168,10.34,2.44,7.33
600255,2025-04-09,2.93,23.729939280316742,2.6463000000000005,-0.08889658794460958,54.9138686131389,3.8955631399317348,13.29,2.45,6.69
000652,2025-01-13,3.68,24.213886939436023,3.5826500000000006,-0.05236943914484937,9.205704943909002,4.147826086956519,2.17,-0.27,1.11
600637,2025-01-13,6.85,23.93007694683368,6.6843,-0.08125259672093318,6.8495993137710425,3.595620437956204,1.74,-0.58,0.51
600643,2025-01-08,4.77,24.740394706153182,4.66085,-0.08779784968076149,14.742392478241587,1.4771488469601748,3.71,-1.65,1.07
000036,2025-01-06,3.75,23.081252609402796,3.5829500000000003,-0.060305120240112975,16.993167435645212,-0.2,4.5,-0.79,1.17
601328,2024-09-12,6.17,22.219757238680586,6.0065,-0.10870860994379569,13.396088569180678,1.9069692058346857,3.08,0.16,0.36
600420,2024-09-10,10.0,24.578072192960533,9.94865,-0.14057999531485477,19.401642383461798,-2.6000000000000023,4.68,-0.4,0.77
600489,2024-09-06,12.19,24.437797488876242,12.022749999999998,-0.2436683565674933,11.078232978776226,-0.2,1.81,0.25,0.96
600489,2024-09-05,12.16,23.823561873684397,12.00935,-0.2667705229440722,11.051695867647037,-2.913815789473684,2.64,0.5,1.26
000921,2024-07-11,26.38,22.29736147179679,26.237350000000003,-0.5316729617859406,22.686249841330493,-5.052160727824096,5.46,3.69,1.95
000921,2024-07-05,26.85,16.097395935517696,26.13145,-0.8705457405136325,13.682782952355968,0.8428305400372429,3.67,-1.47,1.34
000921,2024-07-04,27.25,16.776007829210542,26.107000000000003,-0.9054915102124759,2.048909257492634,-3.392660550458715,3.46,-0.8,1.48
002779,2024-07-02,19.77,24.387063007187336,19.4372,-0.24879963776723169,7.699869208710728,-9.911684370257955,3.02,-0.5,0.76
002779,2024-07-01,19.87,24.843950474667864,19.41655,-0.2983287016981109,11.456895689568945,-10.869350780070462,3.64,-0.95,0.89
000628,2024-04-16,50.19,24.96727416930831,39.93485,-3.87072737155523,2.7810344313263977,-20.921259214983067,7.66,-4.87,14.01
003012,2023-10-24,8.96,23.41890259134503,8.77665,-0.05409086549008424,14.566762964328973,-5.66875,3.32,-0.78,0.71
603889,2023-10-17,6.14,24.823787785020187,5.94895,-0.16569220117798292,27.13184695843654,-1.340065146579794,4.01,2.5,0.98
600780,2023-08-28,8.54,24.286625457456623,8.18305,-0.07357057109842602,15.476190476190673,-0.43419203747072627,6.12,0.59,0.37
600331,2023-08-28,3.7,23.161452287566007,3.5816500000000002,-0.045400188821063614,21.64502164502173,8.448648648648629,6.85,1.37,1.92
003020,2023-07-21,26.25,24.71121880126647,25.465300000000003,-0.3112783562233977,7.51707793140464,3.4952380952380846,2.06,0.31,1.11
603029,2023-04-24,18.95,22.492570581308556,18.62745,-0.08596538282038768,24.791656062772105,1.2248021108179465,2.93,0.91,2.38
603029,2023-04-20,19.18,21.33980582852071,18.5586,-0.10919617664713188,3.937429658286443,-1.9726798748696537,2.61,-1.69,2.43
603029,2023-04-19,19.51,22.897402900795228,18.5228,-0.1187932023591507,6.248393307986975,-3.480369041517173,1.79,-0.31,2.24
603029,2023-04-14,19.93,24.343398459414175,18.415049999999997,-0.1877376582340502,7.360559652108184,-5.970195684897129,1.91,-0.05,2.89
002853,2023-03-20,18.05,24.01566432916846,16.705650000000002,-0.3778861970877997,5.557868278094865,-0.25540166204986986,3.44,-1.47,2.08
601958,2023-03-20,10.39,24.97183571755629,8.91295,-0.23815957778153918,2.0825549697649293,-2.028681424446599,3.54,-0.67,0.93
600685,2022-12-23,20.06,23.486791736917553,19.7371,-0.15505443939876318,8.616532062768474,2.3922233300099682,2.17,-0.84,0.54
002006,2022-02-08,18.29,21.976532066451952,15.7152,-0.17100560864072056,15.982859342786288,5.868890103881896,5.55,-1.4,2.16
002006,2022-02-07,18.55,22.766579889783188,15.650249999999998,-0.19500357496199405,7.782409194475951,1.3094339622641284,8.13,-2.73,2.3
002006,2022-01-28,19.07,24.39529693193184,15.5851,-0.2171321163420623,25.962831832169066,-4.39507079181961,5.21,0.26,1.82
603909,2021-09-30,10.82,24.403939944981502,10.19115,-0.20074751482509595,20.694444444444503,1.2787430683918635,2.24,0.84,0.48
002614,2021-07-29,14.9,24.005012322664967,14.810799999999999,-0.6222818719953187,7.411668655114257,-1.4751677852348986,4.87,-1.84,3.23
603355,2021-07-29,24.87,22.123345805493386,22.74295,-0.5642365360197081,6.114894206660809,4.9065540812223585,2.63,-1.07,0.28
603355,2021-07-28,25.14,22.754485846143737,22.7187,-0.6530531347512953,9.968038600485515,8.710103420843264,5.39,-1.02,0.43
603355,2021-07-26,25.57,23.727236351162446,22.663800000000002,-0.8243269838065599,6.647293988989976,0.9341415721548565,4.02,-2.07,0.4
603355,2021-07-23,26.11,24.91402934124021,22.6329,-0.8836119061299355,5.032379097072356,0.5659900421294497,4.6,-2.36,0.47
000633,2021-06-18,6.16,24.41181149794177,5.800750000000001,-0.15900348526298808,10.996563573883012,9.215584415584411,2.44,0.33,1.44
000633,2021-06-17,6.14,23.640493588525587,5.790649999999999,-0.1735296961845534,7.8843652319099995,9.571986970684044,4.05,-0.65,1.83
002501,2021-05-19,2.41,22.829522542070137,2.1804,-0.0977519378385674,13.385826771653603,-13.063070539419085,2.47,-0.82,0.15
002501,2021-05-18,2.43,23.294610179367965,2.1753,-0.10663226632851754,19.03602958721079,-17.895473251028815,8.26,0.41,0.37
002729,2020-12-16,15.55,24.144006795057777,15.01385,-0.23608481592716818,12.301693338479687,-2.708038585209005,2.05,-0.51,0.52
002729,2020-12-15,15.63,24.799777698912507,15.019549999999999,-0.2612448180539174,20.783345095271745,-3.398976327575176,3.23,0.97,0.33
603959,2020-12-01,11.43,22.463361497713052,9.9101,-0.27842321989357366,7.2747854507753456,6.186701662292227,3.43,0.62,0.74
601216,2020-11-30,4.17,23.84186594345759,3.5951500000000003,-0.008403437942896108,18.430369266434838,-0.43980815347721675,5.53,0.24,1.93
603959,2020-11-27,11.65,22.685072802483276,9.8714,-0.302961837202364,7.8745809912050735,3.576824034334769,4.04,-2.02,1.4
603959,2020-11-26,11.89,24.493230438075358,9.85105,-0.3056222785379149,7.680070015290597,-0.5364171572750263,3.15,-1.57,0.86
