股票代码,信号发生日期,信号日收盘价,RSI(14日),MA(200日),MACD柱,KDJ_J值,未来5日收益率(%),振幅,涨跌幅,换手率
600657,1999-11-26,3.58,21.639248580389662,3.57185,-0.02798022470459774,52.06971677559918,-0.5586592178770999,8.33,-0.56,0.12
600452,2014-04-29,0.42,21.71948379536903,0.40355,-0.05243091578035041,11.475894705708317,-2.3809523809523836,7.5,5.0,3.24
000002,2016-12-21,13.82,21.902102175217948,12.72505,-0.5224967670766811,9.238676066765887,5.209840810419664,3.66,1.1,0.55
002006,2022-02-08,18.29,21.976532066451952,15.7152,-0.17100560864072056,15.982859342786288,6.0688901038818965,5.55,-1.4,2.16
000008,2000-06-16,6.94,22.019656770321504,5.9977,-0.016762428818839326,20.90457174940233,22.62247838616713,3.03,0.14,0.28
600078,2014-12-23,6.44,22.041033696464694,6.35985,-0.18203226626054458,12.161803713527915,1.086956521739113,3.01,1.9,2.66
000581,2005-05-30,-7.19,22.054119553957676,-7.22225,-0.08188325556399345,21.41978936559733,2.364394993045904,-2.38,-0.7,0.14
000570,1995-12-27,2.93,22.05839829302947,2.7827499999999996,-0.025767860549076954,27.68096054888519,-0.34129692832765013,2.42,1.38,0.5
600016,2013-06-27,2.86,22.07095465266117,2.8009,-0.1373907913873632,28.86445607911577,6.643356643356646,6.03,1.42,0.76
600884,1998-12-15,1.32,22.093004372695972,1.05555,-0.03053108981394434,8.54648176682079,-4.545454545454552,4.48,-1.49,0.13
000776,2010-05-19,10.39,22.093797698964835,2.3991,-0.47652153355729343,9.286578507371825,19.53801732435032,6.91,-1.61,3.83
603355,2021-07-29,24.87,22.123345805493386,22.74295,-0.5642365360197081,6.114894206660809,5.106554081222359,2.63,-1.07,0.28
600818,2002-10-14,11.68,22.1558010937391,11.6275,-0.09269873619484775,44.006849315068315,-4.195205479452058,2.83,0.26,0.14
600616,1998-12-15,0.81,22.164311889407216,0.8084,-0.023910803978729855,23.418394471026073,-7.407407407407418,11.76,-4.71,2.05
601328,2024-09-12,6.17,22.219757238680586,6.0065,-0.10870860994379569,13.396088569180678,2.1069692058346856,3.08,0.16,0.36
600638,2017-05-05,13.58,22.283830999416068,13.15065,-0.06318767051786345,16.88927726262943,-0.589101620029453,1.54,-0.29,0.63
000921,2024-07-11,26.38,22.29736147179679,26.237350000000003,-0.5316729617859406,22.686249841330493,-4.852160727824096,5.46,3.69,1.95
000593,2001-08-07,10.06,22.38367321508204,9.16375,-0.19740100226372498,66.4642547396864,9.642147117296208,10.28,1.41,0.29
000533,1996-12-25,2.85,22.4050246104446,2.7819,-0.3008706256059128,22.139285006932106,16.491228070175424,18.61,4.01,3.75
600817,2013-06-24,7.06,22.40572523209265,5.82635,-0.4124947255619462,12.141013045763,-3.257790368271951,7.08,4.13,16.57
600066,2004-04-30,-10.09,22.411952102651668,-10.15185,-0.014074971954917817,14.666666666666464,-0.29732408325073845,-0.3,0.1,0.9
600066,2004-05-10,-10.09,22.411952102651668,-10.151299999999999,-0.01126592914184138,14.561403508771686,-0.09910802775024985,-0.4,0.0,0.23
600835,2004-05-10,1.02,22.44491664696288,0.97315,-0.0788063153780591,15.26220280519789,-11.764705882352944,22.33,-0.97,0.39
600688,1995-12-01,-0.4,22.450613312305165,-0.57275,-0.01965852941939643,18.53801169590646,-10.000000000000009,-15.38,-2.56,1.25
603959,2020-12-01,11.43,22.463361497713052,9.9101,-0.27842321989357366,7.2747854507753456,6.386701662292227,3.43,0.62,0.74
603029,2023-04-24,18.95,22.492570581308556,18.62745,-0.08596538282038768,24.791656062772105,1.4248021108179465,2.93,0.91,2.38
002427,2019-05-21,11.74,22.495523972988295,11.62895,-0.4199771904148745,25.195213560412956,16.269165247018734,5.46,1.73,0.46
002170,2013-07-09,3.95,22.52568974173576,3.9476999999999998,-0.11592865683374098,7.220441947664279,7.088607594936724,2.79,0.25,1.43
000776,2010-05-18,10.56,22.540056442153684,2.32215,-0.5392819464757628,18.124253268225388,16.856060606060595,9.41,4.55,4.29
000862,2007-10-29,8.21,22.624485472371774,7.68975,-0.2688650743842429,28.328259500314964,8.769792935444576,9.4,2.88,2.64
600835,2004-04-30,1.03,22.642925605396258,0.9703999999999999,-0.08427090992015174,17.74251338141624,-1.9417475728155331,28.7,-4.63,0.86
002075,2016-02-15,7.68,22.655176425390792,7.5329999999999995,-1.2035752102783097,1.9215015382443021,51.56250000000002,5.16,-3.4,2.07
600703,2008-10-17,-1.11,22.65775007586737,-1.2138,-0.017066157366681697,19.444444444444212,-4.504504504504503,-3.6,0.0,1.4
603959,2020-11-27,11.65,22.685072802483276,9.8714,-0.302961837202364,7.8745809912050735,3.776824034334769,4.04,-2.02,1.4
603355,2021-07-28,25.14,22.754485846143737,22.7187,-0.6530531347512953,9.968038600485515,8.910103420843264,5.39,-1.02,0.43
002006,2022-02-07,18.55,22.766579889783188,15.650249999999998,-0.19500357496199405,7.782409194475951,1.5094339622641284,8.13,-2.73,2.3
600638,2017-05-04,13.62,22.77219827775663,13.136800000000001,-0.07900411972419541,19.630380887987517,-1.2481644640234935,2.94,0.07,0.82
000570,1995-12-21,3.07,22.798059768961053,2.76315,-0.025829096958030665,19.763014763014645,-5.537459283387625,2.59,-0.65,0.91
002501,2021-05-19,2.41,22.829522542070137,2.1804,-0.0977519378385674,13.385826771653603,-12.863070539419086,2.47,-0.82,0.15
000738,2007-07-04,4.65,22.860419584755277,4.61505,-0.21707631614631384,1.5765765765765365,-1.2903225806451757,6.84,-0.64,5.5
603029,2023-04-19,19.51,22.897402900795228,18.5228,-0.1187932023591507,6.248393307986975,-3.2803690415171727,1.79,-0.31,2.24
000060,2004-04-30,-0.16,22.944490197850783,-0.2201,-0.024320749916628345,9.238351254480328,31.25,-17.65,5.88,1.05
000738,2007-07-03,4.68,23.02943782687899,4.608300000000001,-0.23404516432433597,5.518018018017914,-2.350427350427342,5.32,-4.29,10.96
000048,1999-10-29,10.66,23.030375017527234,8.71205,-0.16711415000693663,15.091201018326988,-0.6566604127579811,2.15,-0.19,0.04
000545,1996-12-25,1.57,23.032682383666796,1.3141500000000002,-0.24113576800625877,16.059379217274007,19.7452229299363,12.74,0.0,4.6
002170,2013-07-10,3.96,23.073854772778063,3.9491500000000004,-0.10527970101702627,11.695279890087612,0.7575757575757569,3.04,0.25,1.97
600895,2002-10-14,3.7,23.078216408025114,3.6656999999999997,-0.031402957560750455,35.626453971419096,0.2702702702702675,2.71,0.27,0.39
000036,2025-01-06,3.75,23.081252609402796,3.5829500000000003,-0.060305120240112975,16.993167435645212,0.0,4.5,-0.79,1.17
000008,2000-06-09,7.04,23.104053742009512,5.9048,-0.04886727721364051,36.11111111111112,-1.4204545454545414,1.7,-0.14,0.49
600817,2013-06-28,6.69,23.120053279724544,5.9116,-0.1424085147974261,7.8447000202212,-3.58744394618834,6.14,-2.19,9.15
600638,2017-05-15,13.47,23.14739336807952,13.2334,0.01799740705803332,21.34932323444884,1.3363028953229383,0.96,-0.22,0.52
600331,2023-08-28,3.7,23.161452287566007,3.5816500000000002,-0.045400188821063614,21.64502164502173,8.648648648648628,6.85,1.37,1.92
000679,1999-12-29,1.94,23.192733315295257,1.9086500000000002,-0.0590561001685512,22.972972972972983,23.71134020618557,2.05,-0.51,0.78
000048,1999-10-28,10.68,23.20657993566718,8.669400000000001,-0.1996253688646198,16.34916095882634,-0.655430711610494,2.27,0.95,0.61
600851,2011-05-30,8.68,23.255552867065816,7.888199999999999,-0.18881493259587667,6.038897277042068,6.2211981566820285,3.66,-0.8,2.16
600880,2001-07-18,3.22,23.259980506186153,2.9895000000000005,-0.008143860740796247,27.12490761271254,0.6211180124223503,0.93,0.31,0.35
600371,2014-06-11,6.51,23.28498389098172,6.43505,-0.3469330332746279,3.785343615112245,-4.30107526881719,1.68,-0.61,4.79
600066,2016-11-14,11.7,23.292853013284855,11.57395,-0.17639738804457478,7.833403135570885,2.478632478632492,1.63,0.34,0.81
002501,2021-05-18,2.43,23.294610179367965,2.1753,-0.10663226632851754,19.03602958721079,-17.695473251028815,8.26,0.41,0.37
000008,2000-06-08,7.05,23.305616482961668,5.8862,-0.053495002221562504,44.04761904761898,-1.7021276595744705,3.99,0.57,2.11
002042,2019-08-07,5.72,23.34170826524931,5.6196,-0.08765056907528444,24.29838177309141,4.370629370629375,2.1,0.0,0.13
600797,1999-12-09,3.69,23.378039874534878,3.469,-0.003634812467706708,10.295260295260263,3.2520325203251987,1.36,0.0,0.21
002129,2015-07-16,12.39,23.38340166670494,11.458450000000001,-1.1594111998187067,24.62148085792566,19.128329297820823,18.16,2.74,5.82
000776,2010-05-13,12.11,23.403419775848477,2.08495,-0.5928430239660976,18.255578353673222,-12.551610239471511,5.57,2.19,5.25
003012,2023-10-24,8.96,23.41890259134503,8.77665,-0.05409086549008424,14.566762964328973,-5.46875,3.32,-0.78,0.71
000517,2010-04-27,1.72,23.43349490667545,1.6933999999999998,-0.1414098871551454,8.045977011494315,-19.186046511627907,6.74,-3.37,5.2
600556,2008-04-23,5.25,23.4513390247037,4.6631,-0.26608765303348847,21.150097465886894,21.142857142857153,8.65,0.96,5.95
000533,1996-12-26,2.89,23.45950063460458,2.7908,-0.2718060709894873,20.643939393939434,23.529411764705866,8.07,1.4,1.67
600825,2004-06-09,3.06,23.46042204007351,2.9743499999999994,-0.02360980072566031,2.972709551657095,-2.941176470588236,2.61,-0.33,0.35
000002,2016-12-22,13.95,23.464334176276807,12.75695,-0.46728629284552836,15.27619147022135,1.6487455197132572,4.85,0.94,0.51
600809,1995-12-01,-17.99,23.465092772428918,-18.00025,-0.1225784948495936,6.142270346873805,-0.38910505836573517,-0.61,0.0,5.98
600755,2004-06-11,-1.63,23.48514511011203,-1.6472499999999999,-0.012210666849280155,11.074561403508813,-1.2269938650306678,-1.84,0.0,0.41
600685,2022-12-23,20.06,23.486791736917553,19.7371,-0.15505443939876318,8.616532062768474,2.5922233300099684,2.17,-0.84,0.54
002166,2009-12-23,4.81,23.50005928096428,4.26615,-0.08592978012734828,14.279654196913446,8.731808731808744,2.5,0.21,2.8
000007,2007-07-05,2.79,23.503249418353647,2.6751,-0.1041527478136875,7.5545560553058255,4.659498207885293,9.25,-0.71,5.25
600433,2013-11-15,8.53,23.508503335083034,8.056949999999999,-0.30946323847649193,28.324423579976518,27.198124267291913,9.28,4.15,4.12
600371,2014-06-10,6.55,23.533191039364596,6.42825,-0.3979764138963133,7.835596399542238,0.45801526717557106,3.07,0.61,6.49
600452,2014-04-30,0.43,23.559573941360696,0.4047,-0.046397318302962266,14.002267573696104,-6.976744186046502,7.14,2.38,2.53
000548,1996-12-26,2.0,23.560495577328567,1.7843,-0.2676704578273521,9.025689223057622,10.000000000000009,10.15,1.52,2.45
000498,2007-07-02,2.46,23.570779862748793,2.35695,-0.1707088957570404,3.465346534653482,6.0975609756097615,6.9,-5.75,5.33
600362,2004-05-11,-0.22,23.63106294234484,-0.2291,-0.059721927351899295,20.625087278313103,-145.45454545454547,-142.11,-15.79,1.13
000633,2021-06-17,6.14,23.640493588525587,5.790649999999999,-0.1735296961845534,7.8843652319099995,9.771986970684043,4.05,-0.65,1.83
600817,2013-07-04,6.44,23.640597849890625,5.9956000000000005,0.05494739140102656,28.40214114715034,6.36645962732918,5.56,-0.46,8.06
600869,2009-08-20,2.47,23.650465959308093,2.45865,-0.09672263270437878,29.598657140049934,14.979757085020218,8.82,3.78,2.05
600862,1999-12-02,4.17,23.655014389763863,3.9111000000000002,-0.095691838018365,11.185682326621963,-1.6786570743405393,1.93,0.72,0.15
600638,2017-05-12,13.5,23.658415316446764,13.2193,0.005825090715382175,29.42702854337636,0.592592592592589,1.26,0.37,0.62
000551,2000-01-05,3.69,23.66593772846258,3.6489,-0.06856500224683632,35.42253521126758,4.065040650406493,7.03,-0.27,0.46
002075,2016-02-04,8.24,23.670853840290434,7.478349999999999,-1.4939616759386596,3.73462356568368,26.092233009708732,6.99,2.87,4.98
002613,2014-12-31,3.93,23.71256436118024,3.85425,-0.06210724777637011,21.061528059499725,1.526717557251911,3.09,1.29,3.67
002276,2015-08-28,17.37,23.712800298719387,15.247950000000001,-2.207413281809932,17.372163901117478,-13.241220495106509,9.14,10.29,9.66
603355,2021-07-26,25.57,23.727236351162446,22.663800000000002,-0.8243269838065599,6.647293988989976,1.1341415721548564,4.02,-2.07,0.4
600255,2025-04-09,2.93,23.729939280316742,2.6463000000000005,-0.08889658794460958,54.9138686131389,4.095563139931735,13.29,2.45,6.69
600638,2017-05-16,13.48,23.738711869167616,13.24825,0.029715938831769872,21.492936235204553,-0.14836795252225476,0.97,0.07,0.54
002579,2014-12-31,6.35,23.73955835504097,6.321999999999999,-0.4418189917145583,7.137900427660771,3.622047244094495,4.5,2.09,4.15
600817,2013-06-27,6.84,23.76416664096878,5.8908,-0.20903017565206672,18.612316651101473,-5.847953216374258,6.92,2.86,13.69
603728,2020-11-26,15.93,23.766425192878827,14.7926,-0.05321209805300797,17.533914728682152,-1.4438166980539902,2.81,-0.44,0.56
000048,1999-11-02,10.59,23.78002954321478,8.79705,-0.10956053807011823,11.094743360762038,-1.1331444759206777,2.37,0.57,0.12
002203,2019-07-18,9.13,23.80849535954448,8.07885,-0.10223286738909779,45.71272953625909,0.5476451259583737,5.18,-1.4,0.78
000008,2000-06-12,7.05,23.813650314602512,5.923599999999999,-0.040723091151185664,27.16049382716043,-1.8439716312056764,3.69,0.14,0.28
600817,2013-07-05,6.45,23.81589228883145,6.015649999999999,0.08507223680099618,37.19224901719191,6.201550387596888,4.97,0.16,5.25
600489,2024-09-05,12.16,23.823561873684397,12.00935,-0.2667705229440722,11.051695867647037,-2.7138157894736836,2.64,0.5,1.26
000607,2017-01-04,11.71,23.829066923284273,11.44665,-0.570806259116509,5.5482798670351166,-4.269854824935948,3.1,0.69,6.54
600004,2019-11-13,16.86,23.833403908060873,15.9971,-0.24430060302577283,5.72832636131477,1.660735468564667,3.13,-0.41,0.74
601216,2020-11-30,4.17,23.84186594345759,3.5951500000000003,-0.008403437942896108,18.430369266434838,-0.23980815347721673,5.53,0.24,1.93
000551,2000-01-04,3.7,23.847296934018715,3.6391999999999998,-0.08450248915305164,45.20735524256656,9.72972972972972,11.9,4.82,0.59
600309,2005-05-30,-13.6,23.853686280696138,-13.651100000000001,-0.06823643111000144,20.84563164108647,-0.5147058823529393,-1.32,0.22,1.09
600835,2004-05-11,1.04,23.8786664351028,0.9755499999999999,-0.06846494346507506,15.737246225924068,-12.5,15.69,1.96,0.5
600637,2025-01-13,6.85,23.93007694683368,6.6843,-0.08125259672093318,6.8495993137710425,3.795620437956204,1.74,-0.58,0.51
600797,1999-12-07,3.7,23.950124972996164,3.4544,-0.010868954789279808,13.20816864295136,0.2702702702702675,1.36,0.27,0.27
000776,2010-05-20,10.59,24.000180268786977,2.47715,-0.3843087090727826,11.534534534534384,13.692162417374876,9.91,1.92,4.61
002614,2021-07-29,14.9,24.005012322664967,14.810799999999999,-0.6222818719953187,7.411668655114257,-1.2751677852348986,4.87,-1.84,3.23
600380,2002-10-16,2.29,24.005692723080344,2.2679500000000004,-0.03924318485073322,24.24242424242426,2.183406113537112,2.64,0.88,0.15
600809,1995-12-04,-17.98,24.014260320175197,-17.99595,-0.1046470473626204,6.037355653723602,0.5005561735261344,-0.28,0.06,3.54
002853,2023-03-20,18.05,24.01566432916846,16.705650000000002,-0.3778861970877997,5.557868278094865,-0.05540166204986985,3.44,-1.47,2.08
000034,2025-04-09,34.46,24.07595427617592,32.59325,-1.1753551791614856,36.81293802661614,5.397562391178168,10.34,2.44,7.33
002216,2011-01-13,5.37,24.089138738294082,5.32005,-0.10402452788943334,18.881877175425064,-11.731843575418988,3.4,1.32,0.74
600638,2017-05-18,13.46,24.134511041463284,13.2782,0.04777083741722571,31.77516613851717,-20.28231797919763,0.89,-0.3,0.54
002729,2020-12-16,15.55,24.144006795057777,15.01385,-0.23608481592716818,12.301693338479687,-2.508038585209005,2.05,-0.51,0.52
600797,1999-12-02,3.73,24.156293113219746,3.4324500000000002,-0.02025765648363831,22.342807924203203,-1.072386058981234,2.68,0.0,0.66
600797,1999-12-01,3.73,24.156293113219746,3.42495,-0.024020011224673635,16.763565891472787,-1.072386058981234,3.76,0.27,0.38
002702,2015-09-22,10.35,24.191574748666355,8.71225,-1.2785711031187863,35.48726030995534,13.23671497584542,20.58,10.34,82.97
002184,2014-05-19,5.38,24.19873526585927,5.199599999999999,-0.036524031786437705,61.60576272909345,23.60594795539035,3.33,-0.55,1.52
000652,2025-01-13,3.68,24.213886939436023,3.5826500000000006,-0.05236943914484937,9.205704943909002,4.347826086956519,2.17,-0.27,1.11
600119,2014-01-21,12.63,24.286163848109965,11.757249999999999,-0.37009895665137704,16.01509268373208,14.647664291369743,2.95,0.8,1.99
600780,2023-08-28,8.54,24.286625457456623,8.18305,-0.07357057109842602,15.476190476190673,-0.23419203747072626,6.12,0.59,0.37
002251,2020-09-30,10.48,24.293911736344654,10.408199999999999,-0.014472775147355899,27.409808059491453,4.103053435114501,3.9,-0.19,0.34
000503,1996-12-26,1.3,24.296998613910617,1.11235,-0.16937067820599838,15.042113955408784,26.15384615384615,10.74,7.44,4.49
603029,2023-04-14,19.93,24.343398459414175,18.415049999999997,-0.1877376582340502,7.360559652108184,-5.7701956848971285,1.91,-0.05,2.89
000514,1996-12-25,2.69,24.351891741405524,2.2962,-0.24122557650430215,24.02409914839952,43.12267657992565,13.11,0.75,1.98
000715,2019-08-13,4.18,24.354157725975853,3.8117,-0.028338596908847713,23.675856307435218,6.698564593301448,2.39,-0.24,0.13
000010,2007-07-03,2.0,24.358757687953045,1.76025,-0.061590312999483615,13.207547169811399,2.0000000000000018,6.37,-1.96,4.18
000550,2002-09-18,-7.84,24.364694092296617,-8.3659,-0.09184891413190183,6.329266093646597,-4.081632653061229,-1.28,-0.38,0.35
002779,2024-07-02,19.77,24.387063007187336,19.4372,-0.24879963776723169,7.699869208710728,-9.711684370257956,3.02,-0.5,0.76
600004,2019-11-14,16.89,24.389932529688423,16.03625,-0.20122037960229477,5.17640748055497,-1.1841326228537508,1.84,0.18,1.0
000498,2007-07-03,2.49,24.391080768914435,2.36475,-0.15554888644849457,19.63005602885879,-2.409638554216864,10.57,1.22,5.99
000001,1999-12-08,0.72,24.39246884274168,0.7136,-0.028302902710835492,5.897870736762801,18.055555555555557,8.33,0.0,0.23
002006,2022-01-28,19.07,24.39529693193184,15.5851,-0.2171321163420623,25.962831832169066,-4.19507079181961,5.21,0.26,1.82
603909,2021-09-30,10.82,24.403939944981502,10.19115,-0.20074751482509595,20.694444444444503,1.4787430683918634,2.24,0.84,0.48
600818,2002-10-16,11.62,24.40923525451892,11.611850000000002,-0.0690149697506306,17.26190476190465,3.528399311531838,1.56,0.78,0.08
000633,2021-06-18,6.16,24.41181149794177,5.800750000000001,-0.15900348526298808,10.996563573883012,9.41558441558441,2.44,0.33,1.44
600356,2007-10-26,6.98,24.425625703247192,6.833950000000001,-0.3679583594979629,12.780224007409636,6.876790830945545,5.81,1.45,1.3
600489,2024-09-06,12.19,24.437797488876242,12.022749999999998,-0.2436683565674933,11.078232978776226,0.0,1.81,0.25,0.96
603033,2020-10-27,9.36,24.44252014321458,8.76895,-0.15027219205687814,25.4705980343161,-3.4188034188034178,2.8,0.75,0.29
000559,1996-12-25,-1.86,24.443833026756465,-1.89585,-0.03489421635792021,18.488053270661844,-8.602150537634412,-3.24,-0.54,5.53
002215,2015-07-13,11.12,24.445320592490845,11.022099999999998,-1.1224922229348908,20.992569002123155,42.98561151079139,0.0,11.31,0.07
002479,2019-12-30,5.84,24.48775907122669,5.67635,-0.1283959732331792,15.02457835409787,3.595890410958913,2.61,1.57,1.42
603959,2020-11-26,11.89,24.493230438075358,9.85105,-0.3056222785379149,7.680070015290597,-0.3364171572750263,3.15,-1.57,0.86
600655,2010-05-12,10.31,24.495360307822565,10.255899999999999,-0.3319325135501372,6.705363158986017,-5.62560620756547,5.8,-0.39,0.99
603871,2020-10-27,3.17,24.533641750267677,3.1470499999999997,-0.128341042114841,10.192837465564699,11.671924290220815,5.23,-2.46,5.07
000626,1999-11-11,3.54,24.534038934686578,3.0406999999999997,-0.06203176661146456,28.854362668673765,14.689265536723163,5.16,1.43,1.12
600158,2001-07-31,5.18,24.546064165352817,4.9343,-0.20149690420395927,8.50655178787936,-12.741312741312749,5.83,0.58,1.82
002184,2014-05-16,5.41,24.54833376121283,5.1898,-0.043775718333543046,43.39286655076131,17.744916820702407,10.26,-0.92,3.62
600884,1998-12-08,1.41,24.56768216057384,1.0343,-0.0558516941265543,15.261813537675572,-6.382978723404243,3.52,-0.7,0.54
600420,2024-09-10,10.0,24.578072192960533,9.94865,-0.14057999531485477,19.401642383461798,-2.400000000000002,4.68,-0.4,0.77
600004,2019-11-15,16.9,24.58773348264988,16.074749999999998,-0.15547047863963503,10.368949966265289,-3.609467455621296,1.42,0.06,0.56
600094,2007-07-04,3.78,24.613127802136262,3.7291,-0.1501148004288797,7.252440725243975,16.666666666666675,6.2,-2.33,2.76
000030,1996-12-26,2.76,24.63276980000674,2.5650999999999997,-0.5123697764522439,15.055762081784376,26.811594202898558,13.89,9.52,3.59
600688,1995-11-24,-0.3,24.634419758114248,-0.58995,-0.024243077449190867,10.651828298887171,33.33333333333335,-21.43,-7.14,0.71
