Code,StockName,Close
000582,北部湾港,10.42
600179,安通控股,6.55
600116,三峡水利,6.64
002363,隆基机械,11.34
600755,厦门国贸,8.72
002243,力合科创,10.21
600965,福成股份,6.13
600888,新疆众和,8.22
601677,明泰铝业,14.69
002160,常铝股份,5.43
002183,怡 亚 通,5.0
002824,和胜股份,19.99
000878,云南铜业,19.71
000737,北方铜业,15.53
002476,宝莫股份,6.71
601377,兴业证券,7.65
000060,中金岭南,5.77
601600,中国铝业,11.84
000630,铜陵有色,5.93
000612,焦作万方,10.98
000559,万向钱潮,13.63
600338,西藏珠峰,15.05
