Code,StockName,Close
002853,皮阿诺,19.65
002378,章源钨业,14.27
002251,步步高,5.82
600800,渤海化学,5.05
603123,翠微股份,14.12
000949,新乡化纤,5.17
002064,华峰化学,10.15
