Code,StockName,Close
605377,华旺科技,8.84
002708,光洋股份,13.12
002601,龙佰集团,19.06
002949,华阳国际,15.5
002556,辉隆股份,6.08
600356,恒丰纸业,9.23
002209,达 意 隆,16.64
000551,创元科技,16.68
605007,五洲特纸,14.19
600235,民丰特纸,6.99
603311,金海高科,14.75
002245,蔚蓝锂芯,18.38
002324,普利特,14.64
605122,四方新材,13.9
002706,良信股份,10.44
002824,和胜股份,19.13
605500,森林包装,9.78
001210,金房能源,17.88
603648,畅联股份,10.61
000036,华联控股,7.1
603182,嘉华股份,16.5
002406,远东传动,7.93
002951,金时科技,16.82
