Code,Name,Latest_Close,Latest_Volume,Max_Volume_120d,Low_Price_40d_Threshold
002017,东信和平,20.91,141600,1866303,21.333
002761,浙江建投,8.54,67071,1873401,8.633
002777,久远银海,17.69,34704,455709,17.897000000000002
002908,德生科技,9.22,57061,1320495,9.327
002365,永安药业,15.22,44427,866010,15.493
603032,德新科技,18.15,42693,676099,18.769
000409,云鼎科技,10.99,61768,1198655,11.151
603948,建业股份,25.72,14954,286992,26.17
600714,金瑞矿业,11.76,45667,605434,12.012
002580,圣阳股份,12.32,53199,976934,12.416
603158,腾龙股份,9.74,74414,1671899,9.876
603716,塞力医疗,20.67,48830,932590,21.151
002945,华林证券,14.7,41536,981914,14.811
603375,盛景微,37.58,10433,151951,38.285
002980,华盛昌,21.52,15354,202153,21.805
605378,野马电池,22.67,28437,361914,22.86
603051,鹿山新材,19.83,23158,489008,20.163999999999998
603916,苏博特,9.33,36286,795171,9.485
605050,福然德,12.9,27887,392632,13.076
603693,江苏新能,11.99,27729,476762,12.022
002040,南 京 港,10.03,68819,1015030,10.141
002644,佛慈制药,8.43,41999,890329,8.532
001282,三联锻造,20.22,24135,422614,20.863
605337,李子园,11.63,34304,470475,11.799000000000001
000818,航锦科技,19.25,92548,1642547,19.496
002095,生 意 宝,17.36,29680,427075,17.606
000096,广聚能源,10.38,29415,386388,10.56
603351,威尔药业,26.01,4691,141471,26.421000000000003
002096,易普力,12.93,55884,1054582,12.978
603213,镇洋发展,13.36,22869,388615,13.453999999999999
000058,深 赛 格,9.03,67201,1305056,9.209
603639,海利尔,12.38,15465,212441,12.635000000000002
600797,浙大网新,10.13,228163,3363962,10.247
600830,香溢融通,9.23,44568,680216,9.348
002941,新疆交建,15.93,107042,1741267,16.279
600197,伊力特,13.95,26970,354549,14.082999999999998
002771,真视通,15.24,35026,454256,15.486
001367,海森药业,21.71,9092,141165,21.976
603801,志邦家居,9.12,34438,475866,9.161999999999999
603035,常熟汽饰,15.11,42615,627636,15.243
002859,洁美科技,28.95,17817,280757,28.995
600698,湖南天雁,8.95,88479,2231390,8.991
601800,中国交建,8.42,212789,2936105,8.475
603381,永臻股份,19.97,17424,237563,20.015
000045,深纺织Ａ,11.96,53983,947363,12.295000000000002
000989,九芝堂,9.1,77112,1886390,9.212
603706,东方环宇,19.48,10503,162017,19.828
002456,欧菲光,10.53,593163,8100590,10.745
002598,山东章鼓,10.82,46938,1083898,10.954
603848,好太太,18.63,11682,196244,18.93
600211,西藏药业,42.15,23387,375132,42.345
603676,卫信康,10.77,15164,447473,10.878
605116,奥锐特,22.05,10135,165747,22.14
002883,中设股份,10.78,47618,652956,10.918
600571,信雅达,14.96,52795,1790096,15.2
002703,浙江世宝,12.15,72171,1189247,12.203000000000001
003038,鑫铂股份,15.21,24717,530672,15.662
603022,新通联,9.58,50959,641442,9.711
003007,直真科技,32.88,13539,184009,33.441
000037,深南电A,8.53,72355,1052156,8.604
001324,长青科技,18.22,19587,246594,18.439
603222,济民健康,9.18,127680,1643916,9.339
000920,沃顿科技,12.0,42394,808142,12.118
002642,荣联科技,8.23,105536,2133421,8.311
002401,中远海科,15.6,27214,1196969,15.818999999999999
002722,物产金轮,14.98,24678,414040,15.161
603776,永安行,18.14,14938,298244,18.336000000000002
603038,华立股份,16.58,46593,647840,17.192999999999998
603390,通达电气,11.89,22160,583414,12.002
603400,华之杰,52.69,6120,170779,52.965
002597,金禾实业,19.84,23078,311908,20.079
002423,中粮资本,11.52,79566,2079182,11.611
002846,英联股份,15.88,59781,1033209,16.319
002550,千红制药,8.01,123598,2067770,8.13
600749,西藏旅游,16.62,29309,679892,16.877000000000002
000815,美利云,11.1,72143,986888,11.248
001269,欧晶科技,23.59,14412,229217,23.862
002232,启明信息,18.11,38312,1152249,18.437
600178,东安动力,11.55,30763,810419,11.711
603193,润本股份,24.24,21448,368766,24.398999999999997
002103,广博股份,9.17,59039,1191036,9.218
002324,普利特,12.42,58019,809595,12.479
002125,湘潭电化,13.24,123421,2085554,13.492
002783,凯龙股份,8.84,63639,1833772,8.969000000000001
002929,润建股份,40.04,26218,442177,40.457
605588,冠石科技,50.12,10037,144139,50.329
605122,四方新材,12.61,29862,379675,12.773
605166,聚合顺,10.25,25927,383654,10.393
000062,深圳华强,24.6,68838,1357112,24.759
000026,飞亚达,14.93,43851,870002,15.192
000676,智度股份,8.3,166450,2214556,8.376
002062,宏润建设,9.45,135445,1784993,9.645
600793,宜宾纸业,21.25,20446,334608,21.494
001298,好上好,30.35,45182,897966,30.96
002923,润都股份,12.86,30483,462167,13.003
603949,雪龙集团,17.91,15624,269330,18.145999999999997
002826,易明医药,17.64,25024,474908,17.923000000000002
003040,楚天龙,18.2,59388,1436356,18.414
603219,富佳股份,15.9,22048,385426,15.926
002623,亚玛顿,18.09,15231,564610,18.412
603987,康德莱,8.46,40775,672810,8.556999999999999
605169,洪通燃气,13.26,19165,470327,13.732
002915,中欣氟材,22.32,61832,1078811,22.520999999999997
603811,诚意药业,10.69,37271,966219,10.884
000779,甘咨询,8.33,32197,424217,8.434
603303,得邦照明,12.85,12541,174182,12.858
000913,钱江摩托,15.26,33560,424991,15.359
002917,金奥博,12.87,50025,947081,13.004
603285,键邦股份,24.18,13108,228359,24.221
002148,北纬科技,8.51,82891,2732456,8.642
002212,天融信,8.73,225612,4482511,8.965
600579,中化装备,8.52,57242,898060,8.540000000000001
002824,和胜股份,17.84,25954,410314,18.11
001314,亿道信息,44.36,13985,185504,44.627
605500,森林包装,8.59,22625,746420,8.678
000948,南天信息,16.8,29816,475439,16.964000000000002
002907,华森制药,15.52,21636,390252,15.576
600817,宇通重工,10.78,15124,192988,10.879999999999999
603056,德邦股份,13.79,39640,559991,13.958
600126,杭钢股份,8.1,263031,4740300,8.227
605183,确成股份,18.76,12591,164804,18.893
001380,华纬科技,22.56,16106,322909,22.991
603339,四方科技,12.67,22019,492011,12.762
603088,宁波精达,10.09,68796,919032,10.144
003001,中岩大地,20.79,19288,310977,21.304
001210,金房能源,16.4,12864,287809,16.625
001339,智微智能,49.68,25735,373883,50.300999999999995
002393,力生制药,20.2,16227,586126,20.515
603722,阿科力,38.0,8286,104972,38.503
600216,浙江医药,13.86,65775,900416,13.957
605018,长华集团,10.88,21633,375172,10.958
002986,宇新股份,10.49,16056,343118,10.540999999999999
002037,保利联合,9.32,63632,1582837,9.403
