Code,Name,Latest_Close,Latest_Volume,Max_Volume_120d,Low_Price_40d_Threshold
002322,理工能科,11.77,2240,283174,11.8078
002283,天润工业,5.96,2080,1239901,5.966200000000001
002439,启明星辰,13.71,17714,740047,13.769100000000002
000541,佛山照明,6.06,37489,1500701,6.0747
002456,欧菲光,10.3,89865,8100590,10.371400000000001
002490,山东墨龙,6.31,51249,2045187,6.4014999999999995
002376,新北洋,7.21,8109,1216947,7.2337
002298,中电鑫龙,10.15,20557,3634173,10.2547
002423,中粮资本,11.42,15311,2079182,11.4665
002550,千红制药,7.83,36346,2067770,7.8741
002274,华昌化工,5.6,5847,408522,5.6312
002227,奥 特 迅,12.6,138,499693,12.7128
002455,百川股份,6.71,36230,1285058,6.7673
600528,中铁工业,7.86,108032,4000046,7.8876
002370,亚太药业,7.07,33067,3260917,7.129700000000001
002513,蓝丰生化,6.77,40042,1477549,6.8594
002324,普利特,12.26,5566,809595,12.3257
002562,兄弟科技,6.28,47039,3077876,6.328600000000001
002302,西部建设,6.09,6529,2049463,6.1073
002332,仙琚制药,9.09,17977,1173212,9.1161
002480,新筑股份,5.9,12215,500678,5.942
002354,天娱数科,6.21,65894,5225336,6.2388
002148,北纬科技,8.46,80592,2732456,8.501100000000001
002410,广联达,12.19,24390,1771685,12.2659
002212,天融信,8.7,697,4482511,8.7714
002349,精华制药,7.4,9778,421408,7.4167
605500,森林包装,8.52,21435,746420,8.548499999999999
002207,准油股份,7.33,457,1230210,7.4059
002291,遥望科技,6.36,21293,2952984,6.4224000000000006
002467,二六三,5.92,62220,5120995,5.9422
002342,巨力索具,7.15,52917,3674691,7.1777999999999995
002386,天原股份,5.29,36088,1710707,5.2924
002527,新时达,14.71,20543,876832,14.8186
002403,爱仕达,12.35,8042,642149,12.4178
002564,天沃科技,7.2,44673,1534842,7.2654000000000005
002457,青龙管业,10.59,7574,999403,10.6395
002234,民和股份,8.53,135,310986,8.563899999999999
002195,岩山科技,6.66,2280,17955051,6.7032
002205,国统股份,13.44,395,508117,13.4872
002215,诺 普 信,10.6,213,1007662,10.6469
002453,华软科技,6.44,32404,1921616,6.4922
002406,远东传动,7.24,19622,1135442,7.2661
002340,格林美,7.29,53488,4787590,7.2902
002252,上海莱士,6.34,2655,1373269,6.3576999999999995
002530,金财互联,9.55,30284,2363861,9.606100000000001
