Code,Name,Latest_Close,Latest_Volume,Max_Volume_120d,Low_Price_40d_Threshold
002761,浙江建投,8.54,67071,1873401,8.5765
002908,德生科技,9.22,57061,1320495,9.2735
603158,腾龙股份,9.74,74414,1671899,9.778
603051,鹿山新材,19.83,23158,489008,19.997
603916,苏博特,9.33,36286,795171,9.4075
002644,佛慈制药,8.43,41999,890329,8.481
603351,威尔药业,26.01,4691,141471,26.215500000000002
000989,九芝堂,9.1,77112,1886390,9.136000000000001
002598,山东章鼓,10.82,46938,1083898,10.882
603676,卫信康,10.77,15164,447473,10.824
600571,信雅达,14.96,52795,1790096,15.07
003038,鑫铂股份,15.21,24717,530672,15.436
002642,荣联科技,8.23,105536,2133421,8.2455
002401,中远海科,15.6,27214,1196969,15.7095
603390,通达电气,11.89,22160,583414,11.946
002423,中粮资本,11.52,79566,2079182,11.5355
600749,西藏旅游,16.62,29309,679892,16.7485
002232,启明信息,18.11,38312,1152249,18.2335
600178,东安动力,11.55,30763,810419,11.630500000000001
002783,凯龙股份,8.84,63639,1833772,8.8895
003040,楚天龙,18.2,59388,1436356,18.232
002623,亚玛顿,18.09,15231,564610,18.246
605169,洪通燃气,13.26,19165,470327,13.496
603811,诚意药业,10.69,37271,966219,10.747
002148,北纬科技,8.51,82891,2732456,8.576
605500,森林包装,8.59,22625,746420,8.634
001380,华纬科技,22.56,16106,322909,22.7655
603339,四方科技,12.67,22019,492011,12.696000000000002
001210,金房能源,16.4,12864,287809,16.5125
002393,力生制药,20.2,16227,586126,20.322499999999998
002986,宇新股份,10.49,16056,343118,10.4955
002037,保利联合,9.32,63632,1582837,9.3265
600610,中毅达,9.82,82586,1878818,9.894
603178,圣龙股份,18.0,17764,423027,18.13
603086,先达股份,8.09,40122,1655575,8.185
600326,西藏天路,10.82,172295,6083084,10.917
603229,奥翔药业,9.49,45680,1141268,9.543000000000001
002057,中钢天源,9.94,66268,2306117,9.958
603207,小方制药,28.51,6131,124396,28.638
600668,尖峰集团,11.16,35308,751890,11.211500000000001
603227,雪峰科技,8.13,56304,1126843,8.1745
605259,绿田机械,21.37,10286,263597,21.4065
600876,凯盛新能,9.72,20369,467030,9.809000000000001
000655,金岭矿业,8.93,54144,1428741,9.013
605162,新中港,8.72,31323,718013,8.751
001356,富岭股份,13.05,18139,465028,13.1195
600551,时代出版,8.22,40000,854583,8.2935
002951,金时科技,12.84,15082,480572,12.916
