Code,Latest_Close
003037,7.46
002675,13.95
002976,26.89
002403,12.82
601633,22.69
603680,14.0
603408,14.66
000821,13.38
002875,15.69
000807,27.42
600887,28.7
603990,15.49
002338,53.73
603185,29.34
002335,56.8
601390,5.43
002879,17.58
603012,5.62
000762,24.96
002454,8.52
603887,14.69
000819,15.88
003022,18.88
002120,6.88
000960,26.44
002579,11.89
603955,28.86
002882,30.9
603786,73.31
603178,18.0
600962,19.82
603630,20.14
600955,14.34
603163,65.93
603718,6.25
002840,9.35
600897,17.8
603590,43.03
603719,11.61
002779,142.44
002787,12.1
002910,10.04
002850,153.2
600796,5.96
600548,8.88
002287,24.62
600089,23.81
603211,20.03
002300,10.69
601236,8.48
601990,7.95
600104,15.72
002982,13.54
002483,7.12
600517,6.01
600199,9.73
601600,10.75
600056,10.63
002161,7.12
002487,57.49
601566,15.03
003043,47.65
600901,5.97
603566,12.92
000672,11.04
603329,10.83
603568,21.64
600566,27.77
605589,26.91
600520,25.95
600729,25.8
600918,6.77
603300,7.14
002564,7.47
002545,17.01
002724,6.88
603421,8.34
600704,5.41
603086,8.09
600530,7.21
601360,11.59
600481,5.6
603000,19.22
605268,11.05
600295,10.81
603409,35.01
000528,12.84
002926,9.43
603908,23.12
605298,38.89
603608,7.46
600604,5.47
600428,7.12
002758,9.75
002886,19.54
000155,11.56
603019,88.95
600326,10.82
605258,31.1
603229,9.49
002216,11.13
002769,12.94
600720,7.44
603679,16.09
600012,14.71
603859,39.4
002670,17.11
600149,5.07
600810,8.38
000795,9.95
600115,5.13
600702,57.95
002829,27.69
601139,6.53
603320,18.4
601138,61.75
002167,12.28
002677,7.39
603278,9.86
002871,15.71
002299,16.4
001299,11.3
000617,9.06
600976,35.2
600506,23.89
603066,10.59
002813,26.11
603501,121.77
002616,5.55
600505,13.33
600848,11.47
603648,10.04
600637,9.76
000548,5.48
000892,7.32
002422,31.15
600771,18.35
603099,46.62
603338,62.0
600895,40.69
003006,19.85
605286,39.39
002736,12.79
603737,44.87
603565,10.43
002315,42.99
002636,15.98
603135,9.68
603658,35.48
002820,11.8
002098,9.9
600458,13.39
600977,18.02
600909,6.5
002943,37.47
002991,55.27
603660,10.45
603633,10.37
600148,19.57
002345,13.0
600805,5.32
002659,5.64
000670,7.51
603162,12.27
002221,7.62
003019,31.43
603217,26.72
002279,7.92
603391,75.06
002555,20.87
603049,60.88
603233,17.27
002557,20.96
600160,36.15
000007,10.55
603416,55.1
603982,8.19
603866,5.22
002510,6.93
603477,17.13
002930,12.07
000810,11.42
002057,9.94
002054,7.42
002404,7.0
002440,7.66
603272,18.28
600403,7.42
002887,8.93
002960,10.25
000006,10.01
002193,5.26
603197,34.84
601200,8.03
002463,70.77
603506,14.86
000869,20.57
002519,6.61
603207,28.51
600641,16.66
600822,10.5
002230,49.7
600508,12.03
002746,5.96
603235,28.16
603043,17.02
000544,8.26
002565,15.95
002837,78.87
601061,13.9
600970,9.28
601686,6.57
601939,8.94
603535,10.84
600605,27.93
002863,5.58
600861,18.51
600741,20.0
002457,10.69
002178,6.44
600562,26.94
002625,52.2
002436,20.17
002572,13.9
002626,18.4
000881,9.02
003009,61.08
001212,45.88
000592,13.51
000759,7.25
603829,33.16
605208,12.89
600645,26.44
601059,17.79
600693,14.9
603488,7.75
002594,97.0
002933,34.84
002512,6.69
600025,9.42
002838,24.44
603165,12.38
001230,21.21
603180,20.76
605136,11.9
603271,38.29
002488,8.55
603536,11.87
002234,8.61
001222,23.67
600779,37.2
002877,9.8
601212,5.12
605222,17.75
603110,16.8
603345,79.38
002264,8.83
600298,40.79
002362,21.38
605358,37.29
603376,40.57
002059,5.24
002195,6.84
605098,41.09
603020,9.78
603889,7.4
600821,5.29
000151,11.96
603102,40.87
600980,22.44
600050,5.23
600479,10.23
603868,33.18
601456,10.89
003005,19.64
603344,28.42
600444,19.98
002987,19.05
000710,11.18
601919,14.98
000703,8.13
000955,6.68
000923,18.76
002419,5.27
002997,35.53
603025,17.47
002034,15.96
600015,6.78
001278,18.76
600971,6.27
002434,8.96
603123,11.63
002206,5.55
600262,24.94
600718,9.83
600668,11.16
600501,25.48
000911,7.33
002911,12.15
603033,10.75
002639,18.16
002995,17.38
000967,6.77
002833,15.77
002745,9.12
000404,6.72
600028,5.78
000630,5.45
600765,16.8
002152,12.29
001203,26.23
600232,7.03
002810,12.74
603228,67.42
003002,29.43
002073,8.25
002845,14.15
600329,46.17
603690,29.55
601857,9.53
000910,7.33
601208,19.85
000403,13.51
002841,38.07
001211,25.56
603367,18.03
600862,21.53
002333,5.49
002097,12.09
603518,10.46
603227,8.13
605009,31.42
002409,71.94
600785,12.95
600376,5.65
003011,21.24
603707,9.17
605376,56.81
603258,18.6
605259,21.37
002270,25.36
600593,42.87
002786,8.75
000930,5.73
000612,9.85
600267,10.32
000888,12.64
600151,15.4
002811,13.21
600737,16.81
600876,9.72
002318,25.86
000738,19.51
601166,20.65
600660,61.95
600620,6.04
600992,12.95
605366,6.53
600748,5.43
601998,7.46
002797,6.96
603177,11.43
601968,5.18
600380,12.18
000655,8.93
002584,9.35
002292,9.74
600612,44.29
603360,33.94
002947,44.25
601121,7.12
605162,8.72
600930,6.78
002993,42.84
600866,6.69
002536,24.08
000338,17.98
605099,36.45
002357,10.02
002843,18.05
600000,11.61
600241,8.38
002867,11.95
002881,44.19
002334,8.73
600773,11.55
600763,40.48
000712,12.9
601611,13.01
603915,16.98
600846,15.99
603876,12.72
000905,13.88
601789,5.16
002223,35.76
001373,28.79
002918,13.94
600135,8.63
002645,14.69
002497,21.2
002896,83.38
600173,7.14
600820,6.34
601900,13.42
600287,5.52
000532,15.31
600096,29.72
600596,10.71
601985,8.7
603182,15.23
003017,30.04
002129,8.56
600399,5.2
603817,7.45
603418,56.71
601128,7.03
600958,10.59
000559,11.76
603350,37.35
600900,28.04
603194,37.18
603101,9.89
601865,15.57
600490,7.19
603161,12.93
002372,10.26
603678,32.77
603579,22.97
600883,7.71
605008,15.13
603062,45.22
600882,26.48
600507,5.68
000400,26.73
001326,42.27
601798,9.04
603689,8.07
601899,31.7
001356,13.05
002654,13.51
002205,13.36
603997,13.18
002583,11.25
001309,214.69
000623,19.17
002215,10.7
600343,40.12
603988,24.7
002190,37.04
002064,8.97
002959,42.42
002192,48.04
600390,5.43
603373,39.49
601869,105.72
603299,10.0
600618,11.74
600382,7.04
600588,12.89
601022,9.21
603105,9.68
600498,26.48
002847,69.75
600338,13.6
000016,5.17
000933,25.91
001300,15.21
002003,10.7
002785,35.33
600406,23.22
600489,22.6
002006,21.75
002453,6.5
603356,13.66
603078,18.07
002549,20.43
600511,28.93
600724,5.22
601186,7.81
002631,5.44
002406,7.32
002690,20.66
000919,6.95
603618,8.02
000017,7.67
002540,6.79
002895,35.16
601872,8.38
002340,7.39
002799,8.43
000011,8.96
002203,11.98
603936,11.55
603516,187.36
002065,9.93
603610,20.99
002633,17.0
002575,7.03
600850,26.82
002521,8.58
002682,10.85
600551,8.22
002696,6.57
001216,16.78
600547,36.0
002252,6.44
603276,16.53
600818,9.79
002979,40.0
002165,7.63
002961,28.66
002553,26.2
002353,75.87
603637,10.48
003021,108.1
001359,62.62
002828,10.71
603993,17.58
601116,13.92
002380,26.85
600865,11.88
003027,19.45
600493,7.56
002748,11.16
603885,13.54
002790,8.96
603998,11.44
003015,15.86
600995,12.59
002355,5.88
600271,8.8
002091,8.56
002801,33.32
002346,19.26
600313,6.67
601136,19.48
600233,17.6
600731,6.68
600803,21.85
003028,29.13
603773,30.5
002019,12.31
600051,7.27
600359,6.84
002568,21.02
603196,25.02
002031,7.68
603190,26.3
603368,17.54
600598,14.73
603888,19.24
002331,8.7
600843,11.85
603090,46.06
603809,13.0
000590,11.08
600851,6.89
603280,39.8
002534,17.05
600983,9.89
601696,14.29
600072,11.73
000860,14.9
600288,14.99
603208,14.64
603089,12.84
001896,5.57
600839,8.92
600556,5.71
001914,11.02
001266,28.29
601728,6.7
002892,12.74
003012,6.69
603507,24.01
605369,18.2
002951,12.84
600032,7.36
600535,15.27
603259,94.05
002394,12.61
002899,25.26
603396,34.24
000537,8.36
002156,37.18
605033,21.29
603969,9.83
600250,12.5
000679,7.96
002235,12.85
002530,9.74
603577,10.24
601921,7.94
600452,9.58
000099,20.16
002382,5.2
002412,6.55
600184,20.37
603230,13.29
603808,8.13
001306,81.91
603798,15.12
603312,49.05
002873,9.96
603321,7.46
603288,36.49
002855,16.89
002258,12.85
600703,13.67
603929,89.19
000605,6.72
605388,7.17
605566,29.23
600682,7.61
603383,37.11
603787,13.21
603382,30.9
603877,15.39
000859,10.05
002379,23.07
600011,7.85
