Code,Latest_Close
600316,31.13
002033,8.81
002971,32.95
605598,52.0
601369,10.35
600795,5.9
000887,22.01
002658,8.68
000758,6.03
002139,13.83
001205,17.35
603286,55.25
002945,14.7
603375,37.58
600757,9.15
600202,5.67
600426,27.54
603324,23.92
000789,5.32
603016,27.05
600776,16.09
000536,5.02
001268,35.54
000739,16.17
603006,12.63
000063,37.75
601698,22.97
600019,7.19
603778,12.5
601577,9.48
603395,29.44
600730,15.91
600168,5.13
601858,18.39
000977,62.55
002858,14.78
002925,19.04
603486,77.12
002782,18.43
002149,28.93
000566,7.62
605389,66.34
002683,38.84
002980,21.52
605090,37.86
600375,5.98
603858,16.39
600279,5.17
002970,47.67
603041,11.57
000708,15.07
603279,15.13
002753,7.08
000626,7.67
002817,7.54
002821,94.08
603150,35.88
601019,8.67
000993,13.93
603195,42.91
000987,7.34
605378,22.67
002715,17.67
603127,34.35
600251,8.4
000501,9.5
001226,43.02
002350,9.17
601319,8.55
002368,23.52
002286,8.77
000766,28.86
600097,11.53
002978,31.15
601598,6.16
603121,21.16
000783,8.09
603528,9.85
603051,19.83
603083,119.4
600482,20.52
603916,9.33
002601,17.8
000422,13.98
603063,31.14
002424,5.35
605020,25.9
000701,6.79
605198,35.58
002884,17.5
003033,68.48
002741,21.05
002983,22.69
603018,7.28
601615,13.6
002392,7.61
601311,9.05
603933,25.53
600088,16.28
600351,6.62
600039,10.25
000030,5.55
600318,8.71
605399,13.44
002889,15.83
001256,21.33
605050,12.9
000755,5.1
603693,11.99
600460,28.12
002935,19.38
600335,6.31
600125,6.21
002123,12.56
605123,87.15
600784,6.47
002186,11.48
000035,6.08
605011,20.28
600128,10.37
603212,12.55
603068,37.1
002040,10.03
605218,18.18
603665,30.96
003030,19.72
002685,8.0
002085,15.74
601688,22.16
002100,6.94
002644,8.43
603863,19.36
000729,12.24
001282,20.22
603232,22.51
002571,9.45
000792,25.14
002283,5.99
601999,6.9
600259,52.66
603013,21.47
600769,12.5
605117,90.9
000800,6.83
000567,6.7
002383,9.86
003013,14.39
603221,12.52
000157,8.67
603282,18.77
002415,29.63
000597,5.34
002420,7.02
000547,21.31
605368,8.95
002237,13.08
000678,15.25
600061,7.5
002949,13.28
000921,25.95
605337,11.63
600480,11.93
600875,24.05
002181,8.47
601666,8.02
600860,12.74
002439,13.92
002634,5.1
002556,5.68
002966,8.11
001239,16.2
002277,6.99
603309,13.44
603275,41.34
600099,9.96
001238,49.54
002552,16.82
002885,27.51
002075,5.66
603856,12.32
002208,11.63
603393,26.79
600123,5.93
002229,16.89
002967,22.59
603567,9.85
603119,96.73
600156,8.66
002363,8.45
603118,11.59
002429,7.14
601669,5.26
600707,6.4
000818,19.25
000027,6.6
600455,24.81
603878,9.88
600872,17.04
600110,6.94
002716,6.39
603551,12.35
002802,12.11
603920,41.09
600697,12.68
601528,5.33
000034,38.75
603733,22.45
603181,14.16
603076,22.97
600908,5.92
002095,17.36
603359,8.45
603685,19.74
603220,22.36
002728,11.74
002448,11.76
000526,37.37
002459,11.27
000096,10.38
600755,6.48
002096,12.93
000561,11.62
603351,26.01
603120,38.43
600188,13.3
600237,8.99
603069,24.17
603328,11.11
600510,9.09
600449,12.41
000558,5.29
002128,27.93
002029,11.76
603017,10.8
002743,5.29
002878,17.61
603209,15.69
002050,45.04
000156,7.44
002897,47.1
000632,6.11
603788,15.73
002546,6.91
600559,16.12
003010,34.54
601816,5.15
003025,13.78
600189,7.03
002484,27.15
000848,8.5
603213,13.36
002700,6.79
603511,15.41
600006,7.12
601169,5.52
600113,57.96
600987,6.99
002236,18.85
600768,12.77
002268,18.22
603759,10.62
600602,18.43
001979,8.92
603650,46.65
601882,19.19
603109,26.15
002938,49.78
000922,13.15
605336,14.63
001382,20.72
000628,42.24
002903,22.68
002768,52.22
600246,12.79
000998,9.46
002250,12.23
600081,11.55
603758,18.45
002366,7.79
002222,64.15
600038,34.88
603057,17.35
003036,15.97
002381,6.41
605069,9.46
603538,19.87
603615,23.55
603187,14.7
002265,26.67
002709,38.23
000058,9.03
002632,13.03
600988,31.2
601008,5.17
603318,6.53
002760,22.7
601609,10.46
002304,62.45
603322,53.3
603861,11.85
603966,10.97
605155,16.16
002185,11.01
002617,8.14
603267,49.5
600456,33.25
603216,33.23
002296,10.53
600353,17.23
600109,9.25
002842,11.53
000950,6.17
603215,20.2
600373,9.97
603639,12.38
600071,20.89
002538,6.2
603331,11.35
600797,10.13
603899,27.45
000899,10.05
603310,17.05
605296,27.7
601519,13.09
002413,9.07
600746,6.67
600215,6.76
002805,16.77
603341,43.72
000065,12.51
603499,19.51
600894,8.91
600106,6.33
600328,7.77
601766,7.09
002500,6.07
002343,7.99
002809,10.36
002985,28.6
600519,1420.65
600198,8.72
600529,20.06
605196,37.4
002674,12.09
002806,11.91
002202,16.98
600830,9.23
002941,15.93
002900,13.19
002739,11.49
600536,43.7
603122,25.26
603697,12.22
002733,20.2
600864,6.81
000025,17.7
000776,20.95
002262,24.53
603956,6.25
001229,38.03
002591,6.3
603656,22.55
601088,40.0
001285,52.38
002142,27.72
002788,11.18
000822,5.16
000158,20.71
600197,13.95
600543,5.45
001218,22.26
002119,16.35
001338,12.07
603605,67.7
002164,16.69
600973,6.76
600059,8.98
603919,19.63
600845,20.17
003020,27.66
000061,9.23
600586,5.81
603206,16.92
603236,92.71
603370,46.09
002755,16.88
002771,15.24
000753,8.42
000503,9.2
002791,21.63
600419,9.42
000039,9.44
603010,10.5
603011,24.82
002891,54.92
000519,17.63
002371,455.1
600969,9.56
601066,26.5
603727,14.28
002460,61.3
002032,48.47
000426,34.9
001367,21.71
600026,11.41
600356,8.4
600176,15.22
000707,6.04
002466,51.64
002701,5.93
603136,11.86
001395,44.84
603801,9.12
000917,9.33
000702,6.56
600332,26.03
600018,5.51
600941,104.36
002072,7.18
000928,6.38
002068,9.0
000153,6.33
600182,15.57
603035,15.11
605177,18.18
002576,16.59
002859,28.95
600661,10.25
601218,5.1
600223,7.25
002014,11.88
002449,8.53
603060,6.04
000688,23.53
601888,79.2
002734,15.63
002396,29.48
002242,10.32
603166,15.13
600379,11.85
002010,5.65
002544,32.5
002514,6.97
002209,15.17
601318,63.91
603061,133.52
002657,26.56
000663,7.95
600584,36.82
002864,32.0
002155,21.22
603199,34.88
002171,12.2
603392,47.18
000973,11.86
000551,11.5
603466,9.29
600611,5.46
002249,10.4
002174,11.54
600698,8.95
603978,26.14
000735,10.44
002965,38.32
000032,19.41
600975,5.88
600770,5.15
000890,5.87
601800,8.42
002819,27.24
002952,21.0
601963,10.91
002861,19.27
600283,9.13
603172,17.41
600694,17.62
002107,6.15
002612,19.23
600744,6.28
600589,7.21
002593,6.08
603381,19.97
601086,10.25
600268,10.97
600127,6.85
600580,42.15
000541,6.08
600118,52.1
000768,24.11
603607,25.85
002977,41.95
600713,5.07
002025,45.3
600828,6.44
002920,113.51
601811,13.61
000045,11.96
000524,12.02
002007,15.28
002747,22.0
600098,6.74
000788,6.42
603810,15.5
002492,7.98
001313,8.19
000915,33.02
000166,5.23
000932,5.37
002472,41.18
000425,11.31
600692,7.26
002351,12.35
000831,45.75
002328,6.7
603601,8.43
002998,7.37
603202,93.5
000989,9.1
603307,39.11
001201,14.49
600468,6.67
605007,11.53
002749,13.8
000716,6.05
601226,8.0
002729,16.12
601958,14.04
002243,9.44
600302,10.91
600576,5.98
000589,5.03
603037,13.76
600927,14.95
601881,15.9
000951,17.05
002598,10.82
603706,19.48
002698,16.83
002456,10.53
003003,13.35
605318,50.3
000533,8.72
603058,9.2
002427,6.09
002261,30.9
002637,10.1
001207,23.58
000572,9.16
600997,5.82
603848,18.63
600561,6.33
001221,57.75
001208,16.34
603262,28.17
002241,29.55
600285,21.59
002490,6.46
600826,10.55
002541,15.6
603004,22.62
600706,11.45
002358,5.61
601699,12.39
002376,7.24
600211,42.15
600585,22.16
000571,6.56
603079,16.8
603052,32.12
603301,68.1
603676,10.77
603700,12.54
000514,5.11
600029,6.92
002596,6.33
605116,22.05
601133,15.0
600929,5.78
600235,6.37
002298,10.4
600966,5.87
002226,6.01
001322,8.35
000610,12.49
603045,19.39
000636,16.65
002136,11.58
600635,6.92
600838,8.5
603626,12.17
000885,13.54
600155,6.82
002361,6.78
002883,10.78
600299,8.84
603698,25.55
600774,9.0
002730,14.97
600292,12.95
002176,9.38
600571,14.96
002727,12.56
002150,21.61
600172,6.4
600405,5.3
002039,18.37
002691,8.04
600965,5.32
603231,18.47
603336,8.88
605108,19.41
601033,15.06
000999,28.28
603097,27.39
600435,14.16
002126,35.19
600053,19.5
002293,9.42
600363,60.06
600531,10.92
000837,12.3
605158,7.84
605319,20.89
002491,5.74
601155,13.8
603311,11.73
600858,6.14
601179,9.08
603137,13.88
000988,78.18
601608,6.71
002671,5.12
000019,6.85
603170,14.15
603983,33.13
002515,6.54
000525,5.88
002574,5.46
002955,29.8
002702,8.09
002703,12.15
603334,43.09
601512,8.7
603596,46.37
600628,7.4
600036,41.74
600859,14.23
001308,20.71
002115,11.04
605058,29.79
002478,8.33
603022,9.58
603179,66.23
600420,10.25
003038,15.21
001872,19.87
603619,22.05
601231,24.18
603001,8.59
600985,11.35
603578,11.73
600573,11.85
000037,8.53
603201,16.63
003007,32.88
002317,20.77
600138,9.43
605287,25.9
601038,14.33
603709,23.84
603348,19.28
603168,7.66
601288,7.72
002416,11.76
605118,28.62
600111,46.59
002016,6.06
002825,12.08
002968,11.24
601229,9.73
002099,5.95
600760,53.63
601689,69.1
603269,13.55
600616,5.27
002996,7.06
001324,18.22
002240,29.99
002836,17.32
603218,12.98
603222,9.18
002337,6.26
002026,14.1
600819,8.03
001279,34.86
600143,17.9
600487,20.92
603026,73.5
603330,7.44
000029,23.3
600835,27.92
002681,6.69
603629,27.54
600105,21.88
000920,12.0
002642,8.23
002780,14.49
603171,49.15
000529,5.97
601007,7.64
603730,7.83
603039,49.51
600841,6.38
603191,15.18
600916,8.04
002611,18.2
603108,14.92
600679,13.93
003018,18.5
002401,15.6
603527,10.88
603186,43.51
601555,8.93
002290,41.95
002144,12.27
603112,18.33
002053,11.1
605179,21.16
002066,19.01
603893,185.5
002722,14.98
600063,5.87
600023,5.16
002853,16.24
603779,6.41
601969,11.16
600582,5.87
603038,16.58
000066,14.05
603776,18.14
600880,5.03
603960,19.18
001390,25.9
002800,13.43
003039,14.54
605006,7.13
605300,11.76
002725,19.08
600938,28.4
002906,29.6
601777,10.42
001379,22.96
002852,10.31
001289,15.33
000411,11.49
001323,25.6
000042,7.91
000333,79.32
601163,14.27
603027,9.2
603390,11.89
601636,6.1
600163,6.21
601952,9.22
600133,9.04
002294,58.7
603400,52.69
002597,19.84
000953,8.05
603128,5.84
600884,13.3
002962,14.7
000895,26.55
002441,9.28
601177,16.74
603530,42.74
600436,170.88
002606,8.88
600273,8.23
002423,11.52
601101,7.21
603569,7.51
600478,6.61
600084,5.4
002326,22.02
600577,11.7
601156,17.12
001328,36.5
603703,12.82
002778,20.67
601233,14.25
002990,27.74
603860,29.62
002508,19.75
002846,15.88
601225,21.86
002094,7.05
600814,7.71
603515,17.7
002992,51.39
002550,8.01
002048,27.85
002079,9.53
603260,51.89
600736,5.95
002707,6.85
603332,12.13
603323,5.11
600331,10.7
600350,8.98
002245,16.03
603855,19.32
002963,14.25
002912,30.17
002023,13.14
002274,5.62
600346,18.35
002227,12.82
603602,14.47
603931,38.46
002673,7.96
600749,16.62
600397,6.88
603406,39.06
002112,13.61
001387,14.32
002939,10.11
600315,22.75
002738,64.8
002151,31.64
601966,14.83
002493,9.34
600787,5.68
000498,5.98
000554,6.34
000782,5.05
600312,18.37
603583,35.04
603611,23.44
002327,6.63
000599,6.31
002927,20.16
000815,11.1
002428,29.08
000568,122.98
603755,35.11
601808,13.75
002827,34.99
002627,6.93
603586,17.97
600663,8.12
600037,7.33
000635,9.49
605055,9.8
605266,19.26
600516,5.83
603005,27.55
000721,9.89
002083,10.27
000421,6.82
600756,18.1
002893,12.37
000963,41.45
601988,5.59
603638,19.96
600712,6.54
600192,9.78
001228,25.38
601098,11.43
601168,25.5
002101,12.05
603826,17.39
002919,21.35
000028,24.69
001330,13.35
000705,9.16
605016,20.2
600825,6.43
000786,24.19
000985,18.34
002232,18.11
001269,23.59
603991,77.75
600284,8.04
000983,6.44
002140,11.13
603048,21.83
603298,27.53
001283,69.0
002942,20.08
002455,6.76
603111,6.93
002255,13.3
000521,6.56
600301,38.19
000021,24.35
603799,61.23
603999,7.1
600195,7.8
600754,24.1
600178,11.55
603667,50.98
603106,11.1
600888,7.77
600249,5.83
603255,29.92
600673,23.05
600648,9.99
600906,6.87
603059,30.97
600893,36.88
603205,27.26
000513,35.13
001386,23.97
002177,6.53
003016,10.36
600812,5.59
600857,14.32
002312,10.9
603500,11.34
002391,5.65
600463,11.4
603031,44.19
603116,5.64
000798,11.17
603600,11.98
603815,8.42
002030,6.08
603305,14.19
603729,15.7
600590,9.38
600120,6.1
603131,30.86
001255,30.99
600461,9.76
002166,8.7
603130,46.78
601995,34.89
603055,8.92
603139,21.78
603067,29.62
000938,25.05
600528,7.95
603918,15.52
002629,7.65
002655,12.36
605499,261.58
002773,30.75
600558,5.88
000995,12.27
600587,14.69
003026,30.57
601117,7.49
603193,24.24
603237,16.28
000570,5.61
603928,17.34
600021,20.28
601677,14.02
603726,21.72
601601,38.24
603313,9.19
000700,11.03
000657,24.9
002590,13.32
002103,9.17
603210,19.77
002238,9.55
603777,13.01
603922,19.4
002106,10.7
603766,16.17
601058,17.9
603100,22.43
600129,18.0
002041,9.4
002511,7.96
603385,6.64
002902,23.29
600667,7.8
603173,42.79
600100,8.75
002370,7.24
600764,27.03
603107,14.99
002865,40.33
000009,10.29
603682,6.36
601801,6.54
600650,14.73
603175,69.25
600998,5.08
603713,52.74
601107,6.06
603439,12.06
603959,6.07
600345,29.17
600060,25.01
002513,6.81
002582,10.19
003029,25.64
002324,12.42
603273,20.17
002080,32.82
601838,16.35
601026,20.69
002011,12.51
000555,16.27
002957,19.73
001368,24.96
603992,33.37
601949,6.45
603386,16.45
002160,5.0
603169,10.28
600550,10.25
600276,63.28
002278,11.93
002818,10.97
603912,8.18
603316,15.59
002916,192.28
002125,13.24
002367,7.09
002695,11.77
002173,20.98
603967,12.44
002028,152.1
002562,6.36
601933,5.55
601567,24.17
002792,29.1
603927,19.0
605111,33.54
000856,9.81
600191,11.8
002093,12.37
002517,22.24
600203,13.68
603609,7.01
603080,23.87
600470,5.8
603508,28.88
000001,11.35
603270,24.06
000823,13.94
603132,14.02
002137,8.73
000880,27.36
002600,15.7
603897,25.2
000089,6.89
603917,13.96
002063,6.09
600066,33.6
002783,8.84
601198,13.13
002184,12.88
603677,17.74
002929,40.04
603226,34.07
002532,13.58
603429,9.56
002302,6.08
600073,6.37
600186,5.28
603387,8.04
002452,8.1
600583,5.43
605588,50.12
600879,14.38
002451,10.78
000719,11.99
600630,9.21
605122,12.61
600080,7.93
603977,12.54
000665,5.44
002015,9.96
000026,14.93
002732,16.84
000676,8.3
000062,24.6
000803,6.95
603895,28.16
603662,64.34
605166,10.25
600996,11.15
601700,5.6
002188,5.5
603014,41.56
600727,6.81
603096,17.09
600742,10.18
002984,22.36
600483,10.15
603728,67.0
002686,6.55
000799,55.74
603317,12.34
002027,7.16
600877,15.37
000543,8.29
600158,8.62
002276,16.16
600371,8.9
603071,13.03
603053,9.77
002062,9.45
605507,23.12
002812,55.35
000048,13.39
000829,10.78
002563,5.48
600234,11.33
605080,22.5
600722,5.91
603587,12.59
600392,20.88
002669,13.23
603757,37.11
600793,21.25
002981,29.15
600855,20.34
600229,6.39
603189,19.94
600638,5.57
000593,10.92
002189,23.16
001298,30.35
000650,5.84
600007,18.76
001316,35.94
002832,15.35
002531,6.84
002712,5.5
001231,21.31
600801,23.77
601330,6.86
603871,12.95
002767,21.06
002295,12.59
603256,34.5
605056,18.89
603819,11.03
002923,12.86
002332,9.31
601928,10.4
600348,7.99
000049,27.73
002869,22.34
000581,20.13
001696,21.88
601211,20.33
601890,10.44
603444,458.0
603949,17.91
000935,24.43
002667,13.99
603029,17.91
002461,9.45
000685,13.6
000505,8.23
603950,29.36
600676,5.6
002826,17.64
002494,5.01
002660,9.37
601111,8.37
000507,5.22
000713,6.82
001376,14.7
600685,29.26
600655,5.1
000830,14.3
600523,14.93
002395,16.4
002679,13.04
002348,6.63
003040,18.2
603219,15.9
603289,9.95
600802,7.46
000962,29.7
600222,7.12
002956,23.94
000014,13.92
000997,25.99
002130,28.04
600989,17.74
000546,6.59
600783,15.38
603606,60.1
002369,8.85
601901,7.79
001317,42.97
002480,5.96
601083,11.23
603903,14.8
000682,12.12
601002,5.08
002623,18.09
001337,28.18
002989,25.77
000576,10.26
605167,10.85
603085,10.96
002831,28.88
002798,5.7
001219,13.85
002706,9.98
002475,60.38
605169,13.26
002297,10.2
603987,8.46
600429,5.41
000978,6.51
603886,13.12
601886,7.61
601127,122.37
600601,12.45
600549,38.04
002757,16.4
605068,29.25
001311,31.35
002163,16.78
601020,27.6
600377,12.07
600327,5.17
600538,6.33
601336,67.32
603009,42.53
600662,5.03
600513,17.87
603533,19.6
601788,17.57
002179,32.27
002763,6.93
603238,17.11
603663,35.8
002012,5.78
002796,20.15
603505,17.95
603151,17.64
603081,13.04
605303,20.22
601956,6.96
002354,6.29
001209,20.33
603223,9.47
002915,22.32
601607,18.05
000598,7.22
002999,6.53
000990,7.39
001217,12.74
603115,18.13
600619,21.11
002114,8.1
002856,11.75
603836,13.62
002182,13.95
603725,9.21
002518,47.62
002624,14.32
002774,9.34
605151,18.4
603717,7.8
600027,5.24
603458,7.98
002603,17.49
600809,180.1
603811,10.69
601918,6.87
000779,8.33
600917,5.56
001389,77.24
002339,8.87
002643,14.31
605133,32.82
000969,20.83
001236,10.38
603308,44.16
002090,11.78
603303,12.85
000875,5.67
002922,32.8
002973,13.25
000886,7.48
000913,15.26
603378,6.85
603839,7.74
000893,45.34
002384,84.86
603155,17.88
002772,12.38
603125,17.85
603167,9.37
600409,5.77
600903,6.69
002714,48.78
601069,27.48
601222,5.58
603365,20.18
601668,5.17
603909,12.35
002537,7.96
601595,29.3
603379,57.19
603200,71.52
002651,12.16
000777,21.82
603092,70.75
600621,15.25
603091,76.8
002917,12.87
603306,61.43
002815,13.7
600633,12.88
002862,21.79
003023,23.68
000070,13.02
603192,23.47
002148,8.51
603456,18.26
002559,9.9
603285,24.18
601339,5.15
002577,18.15
603588,6.8
002975,72.58
603326,8.64
002271,13.19
002045,14.23
600057,8.57
603042,16.66
600153,9.55
600398,6.12
603699,49.19
601108,8.5
603358,42.42
002548,5.55
002830,18.7
600956,7.36
000925,8.45
600257,6.43
600415,16.25
603327,12.75
002731,12.94
601702,19.2
600833,12.88
002410,12.35
002661,9.09
603655,35.71
002558,41.38
002212,8.73
600689,13.65
002313,10.53
603976,19.38
600579,8.52
605339,19.26
002585,6.5
002153,10.62
002860,14.29
603153,16.99
600999,16.49
605060,41.55
002718,29.21
600499,12.76
000728,8.26
000756,15.99
002444,36.72
603661,32.34
002438,16.12
603708,11.36
603896,19.4
002824,17.84
000878,17.65
002888,18.48
000531,6.46
600775,11.2
001314,44.36
002273,24.8
600789,9.36
603103,16.5
601628,45.3
002349,7.47
002570,6.08
603315,15.79
002458,8.35
600078,9.78
000948,16.8
605500,8.59
605365,19.95
600258,15.12
002414,12.53
605333,29.59
002953,11.72
002907,15.52
600728,6.27
000603,31.09
002067,5.28
605001,7.09
002244,9.99
000408,72.58
600137,18.74
002207,7.33
002566,7.71
001318,14.74
605555,18.57
603986,209.89
600004,9.52
001260,19.54
600817,10.78
002248,11.84
002158,23.76
603056,13.79
600639,10.13
603556,34.44
603357,8.0
001335,46.12
002668,10.62
002430,30.58
002723,9.33
603800,48.21
600750,24.38
603266,20.63
600048,6.42
000901,23.27
000538,55.83
000695,12.7
603822,84.51
000796,6.9
002291,6.38
000876,9.08
603028,7.55
000957,11.25
603598,18.13
002275,14.6
002648,16.43
002378,13.3
600201,15.7
002233,9.56
600372,12.68
603156,25.9
600152,6.64
002082,12.22
603095,15.11
600686,16.49
600278,7.44
603867,25.35
002022,5.99
600177,7.49
605066,7.35
601606,48.43
000429,12.09
603366,9.65
603040,81.61
603257,57.26
600497,6.68
002078,14.85
600126,8.1
000802,5.2
001267,22.98
002272,14.14
600101,9.31
605338,27.2
603687,8.86
002035,6.05
603989,16.35
002653,54.7
601827,8.22
600388,15.69
002972,11.53
603666,30.23
603072,42.05
603683,28.59
603712,20.5
000937,5.43
605183,18.76
001380,22.56
002407,29.44
002116,10.34
002595,88.19
600967,16.42
600600,62.09
000958,6.71
601579,21.62
600733,7.57
000619,6.1
600933,19.14
600230,12.56
603008,21.83
601021,52.41
002851,79.37
603939,22.32
600613,6.2
002561,8.56
002117,13.62
002901,46.75
600597,8.04
603906,19.23
600319,9.02
600926,15.12
603979,69.6
601298,8.66
000410,7.23
603339,12.67
600986,8.42
002756,45.5
603088,10.09
600055,15.8
002038,7.52
302132,75.99
003001,20.79
002008,38.02
600391,28.78
605288,85.89
000862,6.2
601328,7.35
002940,34.22
002588,9.43
002347,7.95
603970,12.73
601799,127.06
002398,5.89
600557,14.97
600780,5.75
600629,19.6
000586,13.16
001258,7.26
600761,20.07
603277,17.31
000553,5.84
002307,5.23
600161,16.34
002795,6.64
603806,13.87
600475,18.44
600643,5.23
600990,31.13
600886,13.76
002823,15.62
600603,6.57
603399,10.35
603281,26.94
603882,27.93
603711,14.01
001210,16.4
605028,28.35
002043,13.1
001339,49.68
002393,20.2
603319,38.07
603353,29.68
600323,29.93
603159,22.51
600919,10.39
600642,8.16
600185,6.88
600378,30.55
600874,5.77
000625,11.64
603657,32.75
000975,24.28
002539,10.78
000301,9.29
603659,26.22
600885,30.42
002507,12.73
601898,12.91
603325,78.28
000737,14.64
600671,16.64
600595,7.56
002009,16.19
603768,11.23
603816,29.53
600993,28.87
603529,29.5
002187,6.83
002560,9.46
600469,6.67
001332,52.75
605168,34.39
600522,17.69
002697,5.66
600236,6.94
603880,6.16
002688,5.96
000419,5.98
600119,8.02
002204,7.38
002077,14.84
600710,10.3
603519,12.2
001288,30.97
600446,15.56
600336,8.42
002876,23.28
605299,12.31
603738,16.15
603015,12.71
001965,9.95
000970,13.19
002170,11.87
600509,8.77
600354,6.59
002311,53.0
600640,12.69
000506,13.26
600167,7.43
600218,11.42
002251,5.29
603681,20.17
002905,10.65
002615,7.56
000651,40.75
002469,8.16
601658,5.41
003031,75.91
603126,6.81
600560,15.99
603833,50.53
600552,11.09
002446,8.9
000417,7.57
002051,8.81
002467,6.05
600623,7.37
003042,15.6
600207,5.1
603686,26.62
601825,9.34
002387,8.7
601665,5.63
603722,38.0
603701,18.68
600330,12.08
603688,36.7
600418,49.54
002476,5.74
603616,5.14
002646,9.0
000791,6.67
000661,93.65
600054,11.18
001336,23.38
002752,7.56
000731,6.47
603958,14.89
002735,16.32
003008,21.52
002909,6.49
002399,11.63
600272,14.5
600800,5.05
002169,8.99
000715,6.13
000952,7.43
002342,7.25
001225,55.4
600416,14.39
600869,7.89
000868,5.03
002001,24.23
600009,31.02
600827,8.9
600216,13.86
603239,20.81
601727,8.85
002201,8.33
601065,8.27
002986,10.49
605018,10.88
002138,34.82
600739,11.27
001286,10.06
002765,12.11
002605,23.15
600459,16.85
600210,7.19
002465,13.33
000722,12.06
605189,16.07
000968,6.56
600366,14.25
603290,98.18
603558,11.38
603589,30.77
002074,38.7
002516,6.53
600183,61.0
601077,6.32
002664,22.2
603985,14.72
600362,41.66
001333,21.75
002835,16.01
603883,15.42
600570,29.35
000159,5.49
001358,25.13
605178,52.25
000534,24.31
605128,38.2
603082,35.58
002405,8.15
603093,19.3
000936,8.19
601137,20.95
002442,6.35
600305,7.77
600064,8.3
002037,9.32
000550,18.51
605186,19.5
002301,7.32
605567,10.56
605289,75.0
603065,8.42
600095,11.28
002692,5.31
601399,5.18
002719,8.3
603790,20.59
603585,17.14
601100,110.35
603214,16.41
600309,68.47
603198,39.1
003041,42.29
603296,95.5
600615,11.12
600269,5.26
605305,41.8
002857,19.86
600389,21.87
600526,5.18
002282,7.3
603002,7.24
603337,39.34
000633,7.79
001366,12.76
003000,11.32
601126,29.96
600521,17.79
603489,30.54
002705,14.19
601377,7.17
600206,20.26
002386,5.26
603335,5.6
605398,30.39
600546,10.24
600873,10.04
601878,10.97
600563,102.65
603073,18.06
601717,24.64
002988,38.79
600410,17.75
002046,37.39
001223,51.29
603968,10.73
603160,79.12
600592,26.79
603355,33.12
603696,20.07
605277,22.6
603937,11.52
600422,12.65
600131,16.42
603628,14.87
001296,28.38
002254,9.27
000601,5.03
002928,10.07
600610,9.82
001202,15.23
603380,35.92
601238,8.38
001234,29.92
603129,292.6
601009,11.36
000902,15.05
603225,15.68
001388,44.06
600333,5.94
000828,10.85
002194,12.58
600778,6.36
002319,10.5
601089,25.04
002373,10.8
603203,30.3
600132,53.98
603599,11.25
603898,14.22
601199,5.6
001206,29.38
603890,16.48
600889,15.21
603113,6.15
000686,9.3
002921,14.69
002364,25.33
002950,11.12
600699,26.95
002225,5.59
601877,28.87
002527,15.4
600719,5.84
600847,11.14
605599,14.98
600721,10.41
601398,7.97
603333,8.12
000002,5.02
002105,7.7
001287,22.38
605488,34.95
600745,39.12
002533,12.73
002121,7.9
601012,18.19
000565,7.34
002020,19.16
600062,18.57
002443,7.91
603767,23.21
600079,18.15
605088,33.18
000060,5.38
002608,7.82
600486,66.68
002609,8.97
605580,35.29
603617,7.07
605188,21.05
603881,31.24
605003,23.85
