Code,Name,Latest_Close,Latest_Turnover
002053,云南能投,11.1,0.78
605179,一鸣食品,21.16,1.82
002066,瑞泰科技,19.01,4.45
603893,瑞芯微,185.5,5.09
002722,物产金轮,14.98,1.29
600063,皖维高新,5.87,1.3
002853,皮阿诺,16.24,7.27
603779,威龙股份,6.41,1.97
601969,海南矿业,11.16,2.42
600582,天地科技,5.87,0.74
603038,华立股份,16.58,1.73
000066,中国长城,14.05,1.8
603776,永安行,18.14,0.53
600880,博瑞传播,5.03,2.32
603960,克来机电,19.18,1.73
001390,古麒绒材,25.9,7.61
002800,天顺股份,13.43,5.04
003039,顺控发展,14.54,1.41
605006,山东玻纤,7.13,0.89
605300,佳禾食品,11.76,0.82
002725,跃岭股份,19.08,36.42
600938,中国海油,28.4,1.48
002906,华阳集团,29.6,0.94
001379,腾达科技,22.96,7.19
002852,道道全,10.31,1.5
000411,英特集团,11.49,2.49
001323,慕思股份,25.6,2.87
000042,中洲控股,7.91,0.67
601163,三角轮胎,14.27,0.59
603027,千禾味业,9.2,1.08
603390,通达电气,11.89,0.63
601636,旗滨集团,6.1,4.14
600163,中闽能源,6.21,6.36
601952,苏垦农发,9.22,0.75
600133,东湖高新,9.04,1.04
002294,信立泰,58.7,0.86
603400,华之杰,52.69,3.12
000953,河化股份,8.05,7.61
603128,华贸物流,5.84,0.59
600884,杉杉股份,13.3,2.81
002962,五方光电,14.7,1.89
002441,众业达,9.28,2.13
601177,杭齿前进,16.74,0.83
603530,神马电力,42.74,2.37
002606,大连电瓷,8.88,2.24
600273,嘉化能源,8.23,1.35
601101,昊华能源,7.21,0.7
603569,长久物流,7.51,0.73
600478,科力远,6.61,2.14
600084,中信尼雅,5.4,0.64
002326,永太科技,22.02,11.46
600577,精达股份,11.7,8.89
601156,东航物流,17.12,1.91
001328,登康口腔,36.5,2.23
603703,盛洋科技,12.82,6.19
002778,中晟高科,20.67,2.72
601233,桐昆股份,14.25,0.93
002990,盛视科技,27.74,1.91
603860,中公高科,29.62,1.65
002508,老板电器,19.75,1.1
002846,英联股份,15.88,2.33
601225,陕西煤业,21.86,0.74
002094,青岛金王,7.05,1.4
600814,杭州解百,7.71,3.05
002992,宝明科技,51.39,0.76
002550,千红制药,8.01,1.31
002048,宁波华翔,27.85,6.36
002079,苏州固锝,9.53,1.07
603260,合盛硅业,51.89,0.63
600736,苏州高新,5.95,4.11
002707,众信旅游,6.85,1.21
603332,苏州龙杰,12.13,1.41
603323,苏农银行,5.11,1.62
600331,宏达股份,10.7,2.26
600350,山东高速,8.98,0.71
002245,蔚蓝锂芯,16.03,2.19
603855,华荣股份,19.32,0.68
002963,豪尔赛,14.25,4.07
002912,中新赛克,30.17,6.68
002023,海特高新,13.14,3.84
002274,华昌化工,5.62,1.81
002227,奥 特 迅,12.82,1.81
603602,纵横通信,14.47,1.95
603931,格林达,38.46,5.87
002673,西部证券,7.96,0.6
600749,西藏旅游,16.62,1.29
600397,江钨装备,6.88,1.3
603406,天富龙,39.06,3.75
002112,三变科技,13.61,13.73
001387,雪祺电气,14.32,5.29
002939,长城证券,10.11,1.11
600315,上海家化,22.75,0.73
002738,中矿资源,64.8,3.41
002151,北斗星通,31.64,4.53
601966,玲珑轮胎,14.83,0.7
600787,中储股份,5.68,0.81
000498,山东路桥,5.98,1.5
000554,泰山石油,6.34,3.33
000782,恒申新材,5.05,1.9
600312,平高电气,18.37,4.31
603583,捷昌驱动,35.04,1.01
603611,诺力股份,23.44,1.55
002327,富安娜,6.63,4.11
000599,青岛双星,6.31,5.55
002927,泰永长征,20.16,13.35
000815,美利云,11.1,1.04
002428,云南锗业,29.08,12.87
000568,泸州老窖,122.98,0.88
603755,日辰股份,35.11,1.82
002827,高争民爆,34.99,0.83
002627,三峡旅游,6.93,2.83
603586,金麒麟,17.97,0.64
600037,歌华有线,7.33,0.68
000635,英 力 特,9.49,3.87
605055,迎丰股份,9.8,7.21
605266,健之佳,19.26,0.84
600516,方大炭素,5.83,1.31
603005,晶方科技,27.55,2.05
000721,西安饮食,9.89,13.28
002083,孚日股份,10.27,16.72
000421,南京公用,6.82,2.23
600756,浪潮软件,18.1,6.4
002893,京能热力,12.37,7.86
603638,艾迪精密,19.96,0.73
600712,南宁百货,6.54,1.98
600192,长城电工,9.78,2.58
001228,永泰运,25.38,1.53
601098,中南传媒,11.43,1.25
601168,西部矿业,25.5,2.22
002101,广东鸿图,12.05,0.97
603826,坤彩科技,17.39,1.48
002919,名臣健康,21.35,3.55
000028,国药一致,24.69,1.05
001330,博纳影业,13.35,19.08
000705,浙江震元,9.16,4.16
605016,百龙创园,20.2,0.56
000786,北新建材,24.19,0.85
000985,大庆华科,18.34,1.65
002232,启明信息,18.11,0.94
001269,欧晶科技,23.59,0.75
603991,至正股份,77.75,3.33
600284,浦东建设,8.04,1.9
000983,山西焦煤,6.44,0.53
002140,东华科技,11.13,1.32
603048,浙江黎明,21.83,2.8
603298,杭叉集团,27.53,0.74
001283,豪鹏科技,69.0,2.39
002942,新农股份,20.08,0.98
002455,百川股份,6.76,3.4
603111,康尼机电,6.93,0.84
002255,海陆重工,13.3,21.23
000521,长虹美菱,6.56,0.67
600301,华锡有色,38.19,4.43
000021,深科技,24.35,3.42
603799,华友钴业,61.23,2.5
603999,读者传媒,7.1,3.86
600195,中牧股份,7.8,2.37
600754,锦江酒店,24.1,1.59
600178,东安动力,11.55,0.66
603667,五洲新春,50.98,13.33
603106,恒银科技,11.1,5.68
600888,新疆众和,7.77,1.83
600249,两面针,5.83,2.79
603255,鼎际得,29.92,2.53
600673,东阳光,23.05,1.7
600648,外高桥,9.99,0.68
600906,财达证券,6.87,0.68
603059,倍加洁,30.97,3.36
600893,航发动力,36.88,0.76
603205,健尔康,27.26,3.35
000513,丽珠集团,35.13,1.22
001386,马可波罗,23.97,30.67
002177,御银股份,6.53,2.02
003016,欣贺股份,10.36,9.21
600857,宁波中百,14.32,3.22
002312,川发龙蟒,10.9,1.43
603500,祥和实业,11.34,1.6
002391,长青股份,5.65,1.31
600463,空港股份,11.4,1.51
603031,安孚科技,44.19,6.73
603116,红蜻蜓,5.64,1.28
000798,中水渔业,11.17,7.09
603600,永艺股份,11.98,1.71
603815,交建股份,8.42,5.32
002030,达安基因,6.08,0.82
603305,旭升集团,14.19,2.84
603729,龙韵股份,15.7,3.77
600590,泰豪科技,9.38,3.01
600120,浙江东方,6.1,1.17
603131,上海沪工,30.86,14.39
001255,博菲电气,30.99,1.63
600461,洪城环境,9.76,3.06
002166,莱茵生物,8.7,3.1
603130,云中马,46.78,2.15
601995,中金公司,34.89,0.52
603139,康惠股份,21.78,2.18
603067,振华股份,29.62,6.38
000938,紫光股份,25.05,1.71
600528,中铁工业,7.95,0.54
603918,金桥信息,15.52,1.62
002629,仁智股份,7.65,1.6
002655,共达电声,12.36,3.17
002773,康弘药业,30.75,0.59
600558,大西洋,5.88,4.66
000995,皇台酒业,12.27,5.92
600587,新华医疗,14.69,2.17
003026,中晶科技,30.57,1.64
601117,中国化学,7.49,0.9
603193,润本股份,24.24,2.08
603237,五芳斋,16.28,0.66
000570,苏常柴Ａ,5.61,2.11
603928,兴业股份,17.34,6.73
600021,上海电力,20.28,2.49
601677,明泰铝业,14.02,1.14
603726,朗迪集团,21.72,2.8
601601,中国太保,38.24,0.56
603313,梦百合,9.19,1.97
000700,模塑科技,11.03,5.85
000657,中钨高新,24.9,6.64
002590,万安科技,13.32,1.25
002103,广博股份,9.17,1.55
603210,泰鸿万立,19.77,2.38
002238,天威视讯,9.55,2.56
603777,来伊份,13.01,1.86
603922,金鸿顺,19.4,0.97
002106,莱宝高科,10.7,1.11
603766,隆鑫通用,16.17,2.65
601058,赛轮轮胎,17.9,1.09
603100,川仪股份,22.43,1.33
600129,太极集团,18.0,1.87
002041,登海种业,9.4,0.78
002511,中顺洁柔,7.96,0.63
603385,惠达卫浴,6.64,1.18
002902,铭普光磁,23.29,9.7
600667,太极实业,7.8,2.13
603173,福斯达,42.79,13.54
600100,同方股份,8.75,1.69
002370,亚太药业,7.24,5.32
600764,中国海防,27.03,1.2
603107,上海汽配,14.99,0.85
002865,钧达股份,40.33,8.5
000009,中国宝安,10.29,1.21
603682,锦和商管,6.36,4.51
600650,锦江在线,14.73,2.17
603175,超颖电子,69.25,9.58
600998,九州通,5.08,0.87
603713,密尔克卫,52.74,1.34
601107,四川成渝,6.06,1.19
603439,贵州三力,12.06,0.96
603959,百利科技,6.07,4.54
600345,长江通信,29.17,8.33
600060,海信视像,25.01,0.69
002513,蓝丰生化,6.81,5.04
002582,好想你,10.19,18.22
003029,吉大正元,25.64,3.59
002324,普利特,12.42,0.75
603273,天元智能,20.17,8.69
002080,中材科技,32.82,3.36
601838,成都银行,16.35,0.92
601026,道生天合,20.69,9.46
002011,盾安环境,12.51,1.35
000555,神州信息,16.27,2.82
002957,科瑞技术,19.73,1.53
001368,通达创智,24.96,12.56
603992,松霖科技,33.37,1.55
603386,骏亚科技,16.45,16.48
002160,常铝股份,5.0,4.13
603169,兰石重装,10.28,7.15
600550,保变电气,10.25,8.24
002278,神开股份,11.93,11.84
002818,富森美,10.97,1.1
603912,佳力图,8.18,1.38
603316,诚邦股份,15.59,5.77
002916,深南电路,192.28,1.58
002125,湘潭电化,13.24,1.96
002367,康力电梯,7.09,0.97
002695,煌上煌,11.77,0.83
002173,创新医疗,20.98,4.03
603967,中创物流,12.44,3.13
002028,思源电气,152.1,1.54
002562,兄弟科技,6.36,2.54
601933,永辉超市,5.55,21.34
601567,三星医疗,24.17,2.52
002792,通宇通讯,29.1,28.29
603927,中科软,19.0,1.28
605111,新洁能,33.54,1.96
000856,冀东装备,9.81,3.65
600191,华资实业,11.8,2.12
002093,国脉科技,12.37,5.12
002517,恺英网络,22.24,2.05
600203,福日电子,13.68,8.11
603609,禾丰股份,7.01,1.16
603080,新疆火炬,23.87,3.32
600470,六国化工,5.8,3.17
603508,思维列控,28.88,2.09
000001,平安银行,11.35,0.61
603270,金帝股份,24.06,2.08
000823,超声电子,13.94,10.78
603132,金徽股份,14.02,0.71
002137,实益达,8.73,6.67
000880,潍柴重机,27.36,9.2
002600,领益智造,15.7,4.2
603897,长城科技,25.2,2.17
000089,深圳机场,6.89,0.55
603917,合力科技,13.96,3.02
002063,远光软件,6.09,1.25
002783,凯龙股份,8.84,1.4
601198,东兴证券,13.13,3.01
002184,海得控制,12.88,5.91
603677,奇精机械,17.74,3.07
002929,润建股份,40.04,1.25
603226,菲林格尔,34.07,0.75
002532,天山铝业,13.58,1.19
603429,集友股份,9.56,2.64
002302,西部建设,6.08,0.51
600073,光明肉业,6.37,1.61
600186,莲花控股,5.28,1.48
603387,基蛋生物,8.04,1.19
002452,长高电新,8.1,5.1
600583,海油工程,5.43,0.92
605588,冠石科技,50.12,1.37
600879,航天电子,14.38,13.14
002451,摩恩电气,10.78,13.69
000719,中原传媒,11.99,0.88
600630,龙头股份,9.21,5.45
605122,四方新材,12.61,1.73
600080,金花股份,7.93,3.33
603977,国泰集团,12.54,2.77
000665,湖北广电,5.44,2.55
002015,协鑫能科,9.96,1.13
000026,飞亚达,14.93,1.2
002732,燕塘乳业,16.84,2.19
000676,智度股份,8.3,1.32
000062,深圳华强,24.6,0.66
000803,山高环能,6.95,6.79
603895,天永智能,28.16,0.97
603662,柯力传感,64.34,1.59
605166,聚合顺,10.25,0.82
600996,贵广网络,11.15,1.51
601700,风范股份,5.6,4.85
002188,中天服务,5.5,5.7
603014,威高血净,41.56,10.32
600727,鲁北化工,6.81,1.47
603096,新经典,17.09,1.14
600742,富维股份,10.18,1.43
002984,森麒麟,22.36,2.63
600483,福能股份,10.15,0.73
603728,鸣志电器,67.0,1.38
002686,亿利达,6.55,4.63
000799,酒鬼酒,55.74,5.09
002027,分众传媒,7.16,1.35
600877,电科芯片,15.37,2.84
000543,皖能电力,8.29,2.19
600158,中体产业,8.62,2.39
002276,万马股份,16.16,4.36
600371,万向德农,8.9,3.91
002062,宏润建设,9.45,1.2
605507,国邦医药,23.12,0.62
002812,恩捷股份,55.35,4.23
000048,京基智农,13.39,1.4
000829,天音控股,10.78,5.3
002563,森马服饰,5.48,1.71
600234,科新发展,11.33,1.58
605080,浙江自然,22.5,0.68
600722,金牛化工,5.91,1.95
603587,地素时尚,12.59,0.58
600392,盛和资源,20.88,1.58
002669,康达新材,13.23,2.39
603757,大元泵业,37.11,3.14
600793,宜宾纸业,21.25,1.16
002981,朝阳科技,29.15,2.43
600855,航天长峰,20.34,8.18
600229,城市传媒,6.39,0.68
603189,网达软件,19.94,1.63
600638,新黄浦,5.57,2.11
000593,德龙汇能,10.92,5.15
002189,中光学,23.16,1.13
001298,好上好,30.35,2.75
000650,仁和药业,5.84,1.53
600007,中国国贸,18.76,1.32
001316,润贝航科,35.94,1.28
002832,比音勒芬,15.35,0.83
002531,天顺风能,6.84,0.99
002712,思美传媒,5.5,4.57
001231,农心科技,21.31,4.38
600801,华新建材,23.77,0.77
603871,嘉友国际,12.95,0.87
002767,先锋电子,21.06,8.07
002295,精艺股份,12.59,13.95
603256,宏和科技,34.5,2.03
605056,咸亨国际,18.89,1.93
603819,神力股份,11.03,1.53
002923,润都股份,12.86,1.18
002332,仙琚制药,9.31,0.97
601928,凤凰传媒,10.4,0.97
600348,华阳股份,7.99,2.44
000049,德赛电池,27.73,2.15
002869,金溢科技,22.34,1.64
000581,威孚高科,20.13,1.69
001696,宗申动力,21.88,2.79
601211,国泰海通,20.33,1.22
601890,亚星锚链,10.44,4.8
603444,吉比特,458.0,3.63
603949,雪龙集团,17.91,0.74
000935,四川双马,24.43,2.25
002667,威领股份,13.99,8.96
603029,天鹅股份,17.91,1.8
000685,中山公用,13.6,4.52
000505,京粮控股,8.23,10.88
603950,长源东谷,29.36,1.16
600676,交运股份,5.6,0.96
002826,易明医药,17.64,1.44
002494,华斯股份,5.01,4.59
002660,茂硕电源,9.37,4.66
601111,中国国航,8.37,0.62
000507,珠海港,5.22,0.84
000713,国投丰乐,6.82,1.33
001376,百通能源,14.7,34.58
600685,中船防务,29.26,2.84
600655,豫园股份,5.1,0.61
000830,鲁西化工,14.3,1.71
600523,贵航股份,14.93,2.35
002395,双象股份,16.4,0.8
002679,福建金森,13.04,7.51
002348,高乐股份,6.63,13.16
003040,楚天龙,18.2,1.3
603289,泰瑞机器,9.95,1.53
600802,福建水泥,7.46,9.83
000962,东方钽业,29.7,7.04
600222,太龙药业,7.12,7.6
002956,西麦食品,23.94,0.85
000014,沙河股份,13.92,7.94
000997,新 大 陆,25.99,0.84
002130,沃尔核材,28.04,9.93
000546,金圆股份,6.59,5.55
600783,鲁信创投,15.38,2.24
603606,东方电缆,60.1,1.02
002369,卓翼科技,8.85,6.1
601901,方正证券,7.79,0.59
001317,三羊马,42.97,22.89
002480,新筑股份,5.96,0.8
601083,锦江航运,11.23,3.84
603903,中持股份,14.8,2.83
000682,东方电子,12.12,1.37
601002,晋亿实业,5.08,1.09
002623,亚玛顿,18.09,0.77
001337,四川黄金,28.18,5.7
002989,中天精装,25.77,3.36
000576,甘化科工,10.26,1.33
605167,利柏特,10.85,3.18
603085,天成自控,10.96,8.01
002831,裕同科技,28.88,1.86
002798,帝欧水华,5.7,1.19
001219,青岛食品,13.85,2.18
002706,良信股份,9.98,4.94
002475,立讯精密,60.38,1.82
605169,洪通燃气,13.26,0.68
002297,博云新材,10.2,10.13
603987,康德莱,8.46,0.93
600429,三元股份,5.41,1.53
000978,桂林旅游,6.51,1.77
603886,元祖股份,13.12,7.32
601886,江河集团,7.61,0.57
601127,赛力斯,122.37,1.34
600601,方正科技,12.45,7.82
600549,厦门钨业,38.04,4.18
002757,南兴股份,16.4,2.56
605068,明新旭腾,29.25,1.97
001311,多利科技,31.35,15.69
002163,海南发展,16.78,19.43
601020,华钰矿业,27.6,4.14
600377,宁沪高速,12.07,0.86
600327,大东方,5.17,6.44
600538,国发股份,6.33,2.94
601336,新华保险,67.32,0.8
603009,北特科技,42.53,1.68
600662,外服控股,5.03,0.7
600513,联环药业,17.87,2.44
603533,掌阅科技,19.6,3.46
601788,光大证券,17.57,0.58
002179,中航光电,32.27,1.57
002763,汇洁股份,6.93,1.83
603238,诺邦股份,17.11,1.5
603663,三祥新材,35.8,5.6
002012,凯恩股份,5.78,4.38
002796,世嘉科技,20.15,5.49
603505,金石资源,17.95,1.03
603151,邦基科技,17.64,1.35
603081,大丰实业,13.04,2.7
605303,园林股份,20.22,2.29
601956,东贝集团,6.96,1.68
002354,天娱数科,6.29,2.72
001209,洪兴股份,20.33,2.86
603223,恒通股份,9.47,1.69
002915,中欣氟材,22.32,2.15
601607,上海医药,18.05,1.13
000598,兴蓉环境,7.22,0.72
002999,天禾股份,6.53,2.86
000990,诚志股份,7.39,0.82
001217,华尔泰,12.74,1.7
603115,海星股份,18.13,0.88
600619,海立股份,21.11,5.06
002114,罗平锌电,8.1,8.07
002856,美芝股份,11.75,6.15
603836,海程邦达,13.62,2.13
002182,宝武镁业,13.95,1.16
603725,天安新材,9.21,1.36
002518,科士达,47.62,1.89
002624,完美世界,14.32,1.02
002774,快意电梯,9.34,4.24
605151,西上海,18.4,1.06
603717,天域生物,7.8,3.3
600027,华电国际,5.24,0.95
603458,勘设股份,7.98,1.89
002603,以岭药业,17.49,1.95
600809,山西汾酒,180.1,0.54
603811,诚意药业,10.69,1.14
601918,新集能源,6.87,1.57
000779,甘咨询,8.33,0.69
001389,广合科技,77.24,7.31
002339,积成电子,8.87,14.85
002643,万润股份,14.31,2.65
605133,嵘泰股份,32.82,5.12
000969,安泰科技,20.83,15.69
001236,弘业期货,10.38,1.27
603308,应流股份,44.16,3.81
002090,金智科技,11.78,3.52
000875,吉电股份,5.67,2.13
002922,伊戈尔,32.8,7.72
002973,侨银股份,13.25,1.07
000886,海南高速,7.48,9.58
000913,钱江摩托,15.26,0.72
603378,亚士创能,6.85,1.66
603839,安正时尚,7.74,1.38
000893,亚钾国际,45.34,0.74
002384,东山精密,84.86,10.5
603155,新亚强,17.88,1.56
002772,众兴菌业,12.38,1.9
603125,常青科技,17.85,5.02
603167,渤海轮渡,9.37,2.38
600409,三友化工,5.77,1.08
002714,牧原股份,48.78,1.12
601069,西部黄金,27.48,3.98
601222,林洋能源,5.58,1.28
603365,水星家纺,20.18,0.53
603909,建发合诚,12.35,4.05
002537,海联金汇,7.96,1.01
601595,上海电影,29.3,3.4
603379,三美股份,57.19,0.65
603200,上海洗霸,71.52,2.17
002651,利君股份,12.16,8.88
000777,中核科技,21.82,8.85
603092,C德力佳,70.75,10.88
600621,华鑫股份,15.25,0.74
603091,众鑫股份,76.8,1.89
002917,金奥博,12.87,1.92
603306,华懋科技,61.43,8.56
002815,崇达技术,13.7,3.21
600633,浙数文化,12.88,0.6
002862,实丰文化,21.79,13.41
003023,彩虹集团,23.68,7.05
000070,特发信息,13.02,18.34
603192,汇得科技,23.47,4.68
002148,北纬科技,8.51,1.84
603456,九洲药业,18.26,1.22
002559,亚威股份,9.9,5.44
603285,键邦股份,24.18,2.1
601339,百隆东方,5.15,0.68
002577,雷柏科技,18.15,0.5
603588,高能环境,6.8,1.39
002975,博杰股份,72.58,5.09
603326,我乐家居,8.64,1.5
002271,东方雨虹,13.19,3.15
002045,国光电器,14.23,1.88
600057,厦门象屿,8.57,2.45
603042,华脉科技,16.66,10.07
600153,建发股份,9.55,1.82
600398,海澜之家,6.12,0.8
603699,纽威股份,49.19,1.53
601108,财通证券,8.5,0.84
603358,华达科技,42.42,1.15
002548,金新农,5.55,4.92
002830,名雕股份,18.7,11.74
000925,众合科技,8.45,4.69
600257,大湖股份,6.43,4.78
600415,小商品城,16.25,0.75
603327,福蓉科技,12.75,9.89
002731,萃华珠宝,12.94,3.51
601702,华峰铝业,19.2,1.39
600833,第一医药,12.88,2.81
002410,广联达,12.35,1.37
002661,克明食品,9.09,0.83
603655,朗博科技,35.71,1.61
002558,巨人网络,41.38,1.62
002212,天融信,8.73,1.93
600689,上海三毛,13.65,2.55
002313,日海智能,10.53,4.08
603976,正川股份,19.38,0.81
600579,中化装备,8.52,1.16
605339,南侨食品,19.26,1.77
002585,双星新材,6.5,11.1
002153,石基信息,10.62,2.8
002860,星帅尔,14.29,3.54
603153,上海建科,16.99,1.32
605060,联德股份,41.55,2.98
002718,友邦吊顶,29.21,4.86
600499,科达制造,12.76,1.08
000728,国元证券,8.26,0.6
000756,新华制药,15.99,3.56
002444,巨星科技,36.72,1.72
002438,江苏神通,16.12,7.86
603708,家家悦,11.36,1.31
002824,和胜股份,17.84,1.37
000878,云南铜业,17.65,2.24
002888,惠威科技,18.48,6.44
000531,穗恒运Ａ,6.46,1.08
600775,南京熊猫,11.2,4.4
001314,亿道信息,44.36,2.7
002273,水晶光电,24.8,2.21
600789,鲁抗医药,9.36,2.01
603103,横店影视,16.5,0.75
002349,精华制药,7.47,1.74
002570,贝因美,6.08,1.56
603315,福鞍股份,15.79,12.34
002458,益生股份,8.35,0.73
600078,澄星股份,9.78,4.46
000948,南天信息,16.8,0.77
605500,森林包装,8.59,0.55
605365,立达信,19.95,2.33
600258,首旅酒店,15.12,1.91
002414,高德红外,12.53,1.02
002953,日丰股份,11.72,5.36
002907,华森制药,15.52,0.72
600728,佳都科技,6.27,2.1
000603,盛达资源,31.09,4.74
002067,景兴纸业,5.28,3.45
605001,威奥股份,7.09,1.46
002244,滨江集团,9.99,1.55
000408,藏格矿业,72.58,1.14
600137,浪莎股份,18.74,7.13
002207,准油股份,7.33,5.28
002566,益盛药业,7.71,4.19
001318,阳光乳业,14.74,4.22
605555,德昌股份,18.57,1.38
603986,兆易创新,209.89,3.22
600004,白云机场,9.52,0.68
001260,坤泰股份,19.54,8.46
002248,华东数控,11.84,7.6
002158,汉钟精机,23.76,1.4
600639,浦东金桥,10.13,0.54
603556,海兴电力,34.44,2.09
603357,设计总院,8.0,1.07
001335,信凯科技,46.12,7.78
002668,TCL智家,10.62,0.92
002430,杭氧股份,30.58,3.46
002723,小崧股份,9.33,5.32
603800,洪田股份,48.21,1.58
600750,江中药业,24.38,4.77
603266,天龙股份,20.63,3.49
600048,保利发展,6.42,1.35
000901,航天科技,23.27,16.24
000695,滨海能源,12.7,6.95
603822,嘉澳环保,84.51,7.96
000796,凯撒旅业,6.9,8.25
002291,遥望科技,6.38,4.46
000876,新 希 望,9.08,0.54
603028,赛福天,7.55,2.99
000957,中通客车,11.25,2.27
603598,引力传媒,18.13,8.35
002648,卫星化学,16.43,0.82
002378,章源钨业,13.3,3.65
600201,生物股份,15.7,6.23
002233,塔牌集团,9.56,5.7
600372,中航机载,12.68,1.02
603156,养元饮品,25.9,0.75
600152,维科技术,6.64,3.53
002082,万邦德,12.22,1.75
603095,越剑智能,15.11,2.67
600686,金龙汽车,16.49,3.58
600278,东方创业,7.44,0.96
603867,新化股份,25.35,1.48
002022,科华生物,5.99,1.75
600177,雅戈尔,7.49,1.34
605066,天正电气,7.35,2.38
601606,长城军工,48.43,2.79
000429,粤高速Ａ,12.09,2.8
603366,日出东方,9.65,2.61
603040,新坐标,81.61,0.7
603257,中国瑞林,57.26,5.3
600497,驰宏锌锗,6.68,2.92
002078,太阳纸业,14.85,0.51
600126,杭钢股份,8.1,0.78
000802,北京文化,5.2,14.32
001267,汇绿生态,22.98,10.33
002272,川润股份,14.14,4.01
600101,明星电力,9.31,3.68
605338,巴比食品,27.2,2.02
603687,大胜达,8.86,1.95
002035,华帝股份,6.05,0.59
603989,艾华集团,16.35,0.67
002653,海思科,54.7,1.48
601827,三峰环境,8.22,0.94
600388,龙净环保,15.69,0.61
002972,科安达,11.53,2.63
603666,亿嘉和,30.23,1.22
603072,天和磁材,42.05,2.86
603683,晶华新材,28.59,1.73
603712,七一二,20.5,3.13
000937,冀中能源,5.43,1.37
001380,华纬科技,22.56,1.83
002407,多氟多,29.44,18.01
002116,中国海诚,10.34,1.11
002595,豪迈科技,88.19,0.92
600967,内蒙一机,16.42,2.72
000958,电投产融,6.71,0.75
601579,会稽山,21.62,3.7
600733,北汽蓝谷,7.57,1.61
000619,海螺新材,6.1,3.26
600933,爱柯迪,19.14,0.89
600230,沧州大化,12.56,1.46
603008,喜临门,21.83,5.48
601021,春秋航空,52.41,0.95
002851,麦格米特,79.37,6.39
603939,益丰药房,22.32,0.88
600613,神奇制药,6.2,2.54
002561,徐家汇,8.56,3.2
002117,东港股份,13.62,5.16
002901,大博医疗,46.75,1.01
600597,光明乳业,8.04,0.63
603906,龙蟠科技,19.23,8.76
600319,亚星化学,9.02,1.6
600926,杭州银行,15.12,0.75
603979,金诚信,69.6,1.41
000410,沈阳机床,7.23,0.9
603339,四方科技,12.67,0.71
600986,浙文互联,8.42,3.33
002756,永兴材料,45.5,4.36
603088,宁波精达,10.09,1.57
600055,万东医疗,15.8,0.51
002038,双鹭药业,7.52,1.96
302132,中航成飞,75.99,1.01
003001,中岩大地,20.79,1.83
002008,大族激光,38.02,2.12
600391,航发科技,28.78,6.74
605288,凯迪股份,85.89,0.97
000862,银星能源,6.2,7.11
601328,交通银行,7.35,0.69
002940,昂利康,34.22,8.42
002588,史丹利,9.43,0.83
002347,泰尔股份,7.95,10.99
603970,中农立华,12.73,0.82
601799,星宇股份,127.06,2.81
002398,垒知集团,5.89,12.87
600557,康缘药业,14.97,1.27
600780,通宝能源,5.75,1.6
600629,华建集团,19.6,2.88
000586,汇源通信,13.16,2.66
001258,立新能源,7.26,1.34
600761,安徽合力,20.07,1.02
002307,北新路桥,5.23,4.58
600161,天坛生物,16.34,1.34
002795,永和智控,6.64,6.29
603806,福斯特,13.87,1.96
600475,华光环能,18.44,2.66
600643,爱建集团,5.23,0.77
600990,四创电子,31.13,6.72
002823,凯中精密,15.62,2.08
603399,永杉锂业,10.35,4.55
603281,江瀚新材,26.94,0.6
603882,金域医学,27.93,0.67
603711,香飘飘,14.01,3.3
001210,金房能源,16.4,1.35
605028,世茂能源,28.35,1.43
002043,兔 宝 宝,13.1,2.26
001339,智微智能,49.68,2.16
002393,力生制药,20.2,0.65
603319,美湖股份,38.07,3.64
603353,和顺石油,29.68,3.59
600323,瀚蓝环境,29.93,0.74
603159,上海亚虹,22.51,1.42
600919,江苏银行,10.39,1.08
600642,申能股份,8.16,1.35
600185,珠免集团,6.88,1.65
600378,昊华科技,30.55,1.06
600874,创业环保,5.77,1.97
000625,长安汽车,11.64,0.64
603657,春光科技,32.75,3.35
000975,山金国际,24.28,1.79
002539,云图控股,10.78,1.61
603659,璞泰来,26.22,1.12
600885,宏发股份,30.42,1.27
002507,涪陵榨菜,12.73,2.72
603325,博隆技术,78.28,1.98
000737,北方铜业,14.64,2.3
600671,天目药业,16.64,1.62
600595,中孚实业,7.56,1.53
002009,天奇股份,16.19,2.65
603768,常青股份,11.23,1.1
603816,顾家家居,29.53,0.58
600993,马应龙,28.87,1.12
603529,爱玛科技,29.5,0.68
002187,广百股份,6.83,6.66
002560,通达股份,9.46,9.19
600469,风神股份,6.67,1.06
001332,锡装股份,52.75,4.46
605168,三人行,34.39,3.43
600522,中天科技,17.69,6.68
002697,红旗连锁,5.66,5.59
603880,南卫股份,6.16,1.62
002688,金河生物,5.96,1.14
000419,通程控股,5.98,2.5
600119,长江投资,8.02,1.59
002204,大连重工,7.38,2.78
002077,大港股份,14.84,2.14
600710,苏美达,10.3,1.34
603519,立霸股份,12.2,2.36
001288,运机集团,30.97,2.05
600446,金证股份,15.56,1.29
600336,澳柯玛,8.42,5.98
002876,三利谱,23.28,2.02
605299,舒华体育,12.31,13.19
603738,泰晶科技,16.15,7.39
603015,弘讯科技,12.71,5.02
001965,招商公路,9.95,0.55
000970,中科三环,13.19,1.54
002170,芭田股份,11.87,3.63
600509,天富能源,8.77,3.77
600354,敦煌种业,6.59,5.97
