Code,Name,Latest_Close,Latest_Turnover
603980,吉华集团,5.05,1.39
600651,飞乐音响,8.15,1.59
002849,威星智能,13.6,1.64
001215,千味央厨,38.55,6.0
000020,深华发Ａ,15.33,5.52
603032,德新科技,18.15,1.84
002056,横店东磁,19.44,1.48
600085,同仁堂,32.4,0.64
002281,光迅科技,67.24,5.06
002400,省广集团,8.4,4.35
603668,天马科技,17.3,8.68
002111,威海广泰,9.85,1.69
002803,吉宏股份,15.79,3.49
002543,万和电气,9.93,3.52
601006,大秦铁路,5.44,0.88
600734,实达集团,5.66,23.73
002676,顺威股份,7.97,1.55
002587,奥拓电子,6.5,3.84
001400,江顺科技,67.8,9.63
002520,日发精机,6.24,5.13
000510,新金路,9.77,6.15
000409,云鼎科技,10.99,1.05
001277,速达股份,38.26,1.85
002198,嘉应制药,6.92,2.68
002474,榕基软件,10.4,20.89
600678,四川金顶,14.14,49.42
000059,华锦股份,5.03,0.95
603636,南威软件,13.0,6.88
002036,联创电子,11.19,4.81
000833,粤桂股份,18.9,15.83
605089,味知香,25.56,1.04
002890,弘宇股份,14.64,1.8
603879,永悦科技,5.9,14.86
002649,博彦科技,12.95,1.62
600714,金瑞矿业,11.76,1.58
002737,葵花药业,15.14,1.62
600212,绿能慧充,8.26,1.27
603948,建业股份,25.72,0.92
001378,德冠新材,22.53,1.31
603926,铁流股份,15.99,2.05
001259,利仁科技,28.72,7.17
600367,红星发展,15.36,2.74
002462,嘉事堂,15.15,3.86
603496,恒为科技,27.21,2.1
002180,纳思达,18.62,3.54
002913,奥士康,42.9,2.69
002052,同洲电子,12.42,1.64
600476,湘邮科技,15.23,1.63
002131,利欧股份,5.21,9.75
002213,大为股份,26.44,11.04
002580,圣阳股份,12.32,1.18
603297,永新光学,99.4,1.31
002134,天津普林,23.91,10.31
603803,瑞斯康达,11.31,9.2
600438,通威股份,21.62,1.21
603158,腾龙股份,9.74,1.52
002937,兴瑞科技,21.76,3.89
000801,四川九洲,17.85,12.72
600114,东睦股份,30.53,2.98
000423,东阿阿胶,48.88,1.63
603291,联合水务,10.0,1.94
000600,建投能源,8.29,1.96
002708,光洋股份,12.56,2.42
603716,塞力医疗,20.67,2.32
600658,电子城,5.42,1.56
600281,华阳新材,5.99,3.07
605577,龙版传媒,12.97,1.16
603138,海量数据,13.9,1.06
601118,海南橡胶,5.63,1.85
002402,和而泰,42.01,13.24
600690,海尔智家,26.94,0.57
600171,上海贝岭,31.83,1.23
002049,紫光国微,77.02,1.97
002471,中超控股,5.31,14.42
002320,海峡股份,12.52,2.23
000733,振华科技,49.68,3.25
600829,人民同泰,11.55,4.56
002866,传艺科技,17.72,3.81
600316,洪都航空,31.13,0.82
002033,丽江股份,8.81,1.32
002971,和远气体,32.95,5.56
605598,上海港湾,52.0,7.55
601369,陕鼓动力,10.35,4.57
600795,国电电力,5.9,0.76
000887,中鼎股份,22.01,1.97
002658,雪迪龙,8.68,4.61
000758,中色股份,6.03,1.23
002139,拓邦股份,13.83,4.56
001205,盛航股份,17.35,2.24
603286,日盈电子,55.25,4.95
603375,盛景微,37.58,1.64
600757,长江传媒,9.15,4.12
600202,哈空调,5.67,2.23
600426,华鲁恒升,27.54,0.66
603324,盛剑科技,23.92,0.65
603016,新宏泰,27.05,3.86
600776,东方通信,16.09,3.72
000536,华映科技,5.02,6.59
001268,联合精密,35.54,3.51
000739,普洛药业,16.17,0.58
603006,联明股份,12.63,1.09
000063,中兴通讯,37.75,7.34
601698,中国卫通,22.97,2.3
600019,宝钢股份,7.19,0.89
603778,国晟科技,12.5,22.21
601577,长沙银行,9.48,0.8
603395,红四方,29.44,2.81
600730,中国高科,15.91,13.29
600168,武汉控股,5.13,0.59
601858,中国科传,18.39,0.62
000977,浪潮信息,62.55,3.5
002858,力盛体育,14.78,13.11
002925,盈趣科技,19.04,4.11
603486,科沃斯,77.12,0.77
002782,可立克,18.43,2.95
002149,西部材料,28.93,34.44
000566,海南海药,7.62,11.13
605389,长龄液压,66.34,0.65
002683,广东宏大,38.84,2.03
002980,华盛昌,21.52,1.51
605090,九丰能源,37.86,6.42
600375,汉马科技,5.98,1.53
603858,步长制药,16.39,0.51
600279,重庆港,5.17,0.92
002970,锐明技术,47.67,2.16
603041,美思德,11.57,1.91
000708,中信特钢,15.07,0.76
603279,景津装备,15.13,1.0
002753,永东股份,7.08,3.63
000626,远大控股,7.67,1.28
002817,黄山胶囊,7.54,2.54
002821,凯莱英,94.08,1.27
603150,万朗磁塑,35.88,0.78
601019,山东出版,8.67,0.86
000993,闽东电力,13.93,10.0
605378,野马电池,22.67,1.09
002715,登云股份,17.67,2.23
603127,昭衍新药,34.35,7.93
600251,冠农股份,8.4,0.99
000501,武商集团,9.5,1.46
001226,拓山重工,43.02,12.49
002350,北京科锐,9.17,4.21
002368,太极股份,23.52,1.37
002286,保龄宝,8.77,2.15
000766,通化金马,28.86,1.14
600097,开创国际,11.53,3.48
002978,安宁股份,31.15,2.2
601598,中国外运,6.16,0.7
603121,华培动力,21.16,5.79
000783,长江证券,8.09,0.86
603528,多伦科技,9.85,4.94
603051,鹿山新材,19.83,1.43
603083,剑桥科技,119.4,15.09
600482,中国动力,20.52,1.01
603916,苏博特,9.33,0.86
002601,龙佰集团,17.8,0.59
000422,湖北宜化,13.98,2.33
603063,禾望电气,31.14,9.32
002424,贵州百灵,5.35,1.05
605020,永和股份,25.9,1.12
000701,厦门信达,6.79,10.46
605198,安德利,35.58,0.87
002884,凌霄泵业,17.5,0.82
003033,征和工业,68.48,3.08
002741,光华科技,21.05,3.86
002983,芯瑞达,22.69,11.62
603018,华设集团,7.28,0.96
601615,明阳智能,13.6,1.29
002392,北京利尔,7.61,0.78
601311,骆驼股份,9.05,1.58
603933,睿能科技,25.53,7.92
600088,中视传媒,16.28,0.74
600351,亚宝药业,6.62,1.06
600039,四川路桥,10.25,1.09
000030,富奥股份,5.55,0.66
600318,新力金融,8.71,1.95
605399,晨光新材,13.44,2.69
002889,东方嘉盛,15.83,2.66
001256,炜冈科技,21.33,0.67
605050,福然德,12.9,0.57
000755,山西高速,5.1,0.64
600460,士兰微,28.12,1.18
002935,天奥电子,19.38,4.38
600335,国机汽车,6.31,1.1
600125,铁龙物流,6.21,0.77
002123,梦网科技,12.56,15.32
605123,派克新材,87.15,10.06
600784,鲁银投资,6.47,1.22
002186,全 聚 德,11.48,1.67
000035,中国天楹,6.08,5.71
600128,苏豪弘业,10.37,2.49
603212,赛伍技术,12.55,4.59
603068,博通集成,37.1,3.42
002040,南 京 港,10.03,1.42
605218,伟时电子,18.18,0.64
603665,康隆达,30.96,1.77
003030,祖名股份,19.72,2.51
002685,华东重机,8.0,3.67
002085,万丰奥威,15.74,1.42
601688,华泰证券,22.16,1.69
002100,天康生物,6.94,1.91
002644,佛慈制药,8.43,0.82
603863,松炀资源,19.36,1.78
000729,燕京啤酒,12.24,0.58
001282,三联锻造,20.22,3.09
603232,格尔软件,22.51,7.21
002571,德力股份,9.45,3.58
000792,盐湖股份,25.14,2.01
002283,天润工业,5.99,1.01
601999,出版传媒,6.9,1.25
600259,广晟有色,52.66,3.75
603013,亚普股份,21.47,0.71
600769,祥龙电业,12.5,1.48
605117,德业股份,90.9,1.16
000800,一汽解放,6.83,1.03
000567,海德股份,6.7,1.98
002383,合众思壮,9.86,3.78
003013,地铁设计,14.39,0.59
603221,爱丽家居,12.52,3.37
000157,中联重科,8.67,1.0
603282,亚光股份,18.77,3.13
002415,海康威视,29.63,0.54
000597,东北制药,5.34,0.9
002420,毅昌科技,7.02,1.79
000547,航天发展,21.31,32.05
605368,蓝天燃气,8.95,1.91
002237,恒邦股份,13.08,2.9
000678,襄阳轴承,15.25,14.05
600061,国投资本,7.5,0.57
002949,华阳国际,13.28,2.23
000921,海信家电,25.95,0.82
605337,李子园,11.63,0.88
600480,凌云股份,11.93,1.15
600875,东方电气,24.05,6.1
002181,粤 传 媒,8.47,2.93
601666,平煤股份,8.02,1.16
600860,京城股份,12.74,3.67
002439,启明星辰,13.92,3.44
002634,棒杰股份,5.1,3.38
002556,辉隆股份,5.68,1.52
002966,苏州银行,8.11,0.7
001239,永达股份,16.2,1.89
002277,友阿股份,6.99,2.83
603309,维力医疗,13.44,1.1
603275,众辰科技,41.34,3.3
600099,林海股份,9.96,1.84
002552,宝鼎科技,16.82,2.43
002885,京泉华,27.51,26.41
002075,沙钢股份,5.66,1.18
603856,东宏股份,12.32,0.66
002208,合肥城建,11.63,5.95
603393,新天然气,26.79,0.76
600123,兰花科创,5.93,1.74
002229,鸿博股份,16.89,12.32
002967,广电计量,22.59,2.99
603567,珍宝岛,9.85,0.97
603119,浙江荣泰,96.73,3.51
600156,华升股份,8.66,6.36
002363,隆基机械,8.45,7.96
603118,共进股份,11.59,1.64
002429,兆驰股份,7.14,2.15
601669,中国电建,5.26,0.73
600707,彩虹股份,6.4,1.65
000818,航锦科技,19.25,1.41
600455,博通股份,24.81,2.95
603878,武进不锈,9.88,6.85
600872,中炬高新,17.04,3.07
600110,诺德股份,6.94,3.38
002716,湖南白银,6.39,5.72
603551,奥普科技,12.35,1.08
002802,洪汇新材,12.11,1.67
603920,世运电路,41.09,4.45
600697,欧亚集团,12.68,6.44
601528,瑞丰银行,5.33,0.66
000034,神州数码,38.75,1.59
603181,皇马科技,14.16,0.94
603076,乐惠国际,22.97,1.14
600908,无锡银行,5.92,0.69
002095,生 意 宝,17.36,1.18
603359,东珠生态,8.45,6.25
603685,晨丰科技,19.74,0.93
603220,中贝通信,22.36,1.65
002728,特一药业,11.74,7.31
002448,中原内配,11.76,9.13
000526,学大教育,37.37,2.0
002459,晶澳科技,11.27,1.11
000096,广聚能源,10.38,0.58
600755,厦门国贸,6.48,6.06
002096,易普力,12.93,0.8
000561,烽火电子,11.62,4.13
603120,肯特催化,38.43,3.29
600188,兖矿能源,13.3,0.67
600237,铜峰电子,8.99,14.24
603069,海汽集团,24.17,3.68
603328,依顿电子,11.11,1.71
600510,黑牡丹,9.09,0.96
600449,宁夏建材,12.41,1.7
000558,天府文旅,5.29,4.45
002128,电投能源,27.93,1.3
002029,七 匹 狼,11.76,10.83
603017,中衡设计,10.8,10.32
002743,富煌钢构,5.29,2.11
002878,元隆雅图,17.61,3.71
603209,兴通股份,15.69,3.25
002050,三花智控,45.04,3.63
002897,意华股份,47.1,2.91
000632,三木集团,6.11,20.0
603788,宁波高发,15.73,0.61
002546,新联电子,6.91,3.65
600559,老白干酒,16.12,0.84
003010,若羽臣,34.54,1.32
003025,思进智能,13.78,1.47
600189,泉阳泉,7.03,1.97
002484,江海股份,27.15,1.86
000848,承德露露,8.5,0.84
603213,镇洋发展,13.36,0.52
002700,万憬能源,6.79,3.0
600006,东风股份,7.12,0.59
601169,北京银行,5.52,0.58
600113,浙江东日,57.96,1.81
600987,航民股份,6.99,2.11
002236,大华股份,18.85,1.6
600768,宁波富邦,12.77,2.52
002268,电科网安,18.22,2.2
603759,海天股份,10.62,2.79
600602,云赛智联,18.43,2.52
001979,招商蛇口,8.92,0.58
603650,彤程新材,46.65,5.78
603109,神驰机电,26.15,5.34
002938,鹏鼎控股,49.78,1.65
000922,佳电股份,13.15,4.24
605336,帅丰电器,14.63,1.34
001382,新亚电缆,20.72,10.4
000628,高新发展,42.24,2.3
002903,宇环数控,22.68,5.69
002768,国恩股份,52.22,1.06
600246,万通发展,12.79,4.78
000998,隆平高科,9.46,0.74
002250,联化科技,12.23,6.2
603758,秦安股份,18.45,1.76
002366,融发核电,7.79,16.35
002222,福晶科技,64.15,7.64
600038,中直股份,34.88,0.79
003036,泰坦股份,15.97,1.22
002381,双箭股份,6.41,2.23
605069,正和生态,9.46,4.79
603538,美诺华,19.87,1.33
603615,茶花股份,23.55,1.36
603187,海容冷链,14.7,1.05
002265,建设工业,26.67,4.53
002709,天赐材料,38.23,7.01
000058,深 赛 格,9.03,0.68
002632,道明光学,13.03,16.76
600988,赤峰黄金,31.2,2.01
601008,连云港,5.17,0.69
603318,水发燃气,6.53,3.8
002760,凤形股份,22.7,6.77
601609,金田股份,10.46,1.61
603322,超讯通信,53.3,11.55
603861,白云电器,11.85,3.54
603966,法兰泰克,10.97,2.47
605155,西大门,16.16,0.9
002185,华天科技,11.01,2.02
002617,露笑科技,8.14,4.79
603267,鸿远电子,49.5,3.36
600456,宝钛股份,33.25,3.24
603216,梦天家居,33.23,3.5
002296,辉煌科技,10.53,1.71
600353,旭光电子,17.23,8.68
600109,国金证券,9.25,0.74
002842,翔鹭钨业,11.53,4.04
000950,重药控股,6.17,14.1
603215,比依股份,20.2,1.31
600373,中文传媒,9.97,3.22
600071,凤凰光学,20.89,0.97
002538,司尔特,6.2,1.71
603331,百达精工,11.35,2.17
600797,浙大网新,10.13,2.22
000899,赣能股份,10.05,1.09
603310,巍华新材,17.05,0.87
601519,大智慧,13.09,1.35
002413,雷科防务,9.07,28.97
600215,派斯林,6.76,0.83
002805,丰元股份,16.77,6.34
603341,龙旗科技,43.72,3.21
000065,北方国际,12.51,2.59
603499,翔港科技,19.51,2.68
600106,重庆路桥,6.33,0.95
600328,中盐化工,7.77,1.01
601766,中国中车,7.09,0.8
002500,山西证券,6.07,0.58
002343,慈文传媒,7.99,7.63
002809,红墙股份,10.36,4.02
002985,北摩高科,28.6,5.27
600198,大唐电信,8.72,3.2
600529,山东药玻,20.06,2.23
605196,华通线缆,37.4,1.68
002674,兴业科技,12.09,2.1
002806,华锋股份,11.91,4.72
002202,金风科技,16.98,7.89
600830,香溢融通,9.23,0.98
002941,新疆交建,15.93,1.47
002900,哈三联,13.19,3.03
002739,万达电影,11.49,2.21
600536,中国软件,43.7,1.47
603122,合富中国,25.26,14.51
603697,有友食品,12.22,0.98
002733,雄韬股份,20.2,2.45
600864,哈投股份,6.81,0.85
000025,特  力Ａ,17.7,2.53
000776,广发证券,20.95,0.77
002262,恩华药业,24.53,0.58
603956,威派格,6.25,1.58
001229,魅视科技,38.03,3.97
002591,恒大高新,6.3,7.18
603656,泰禾智能,22.55,1.21
001285,瑞立科密,52.38,9.18
002788,鹭燕医药,11.18,10.48
000822,山东海化,5.16,1.06
000158,常山北明,20.71,2.19
600197,伊力特,13.95,0.57
600543,莫高股份,5.45,3.62
001218,丽臣实业,22.26,1.07
002119,康强电子,16.35,2.2
001338,永顺泰,12.07,2.32
603605,珀莱雅,67.7,0.9
002164,宁波东力,16.69,6.77
600973,宝胜股份,6.76,18.65
600059,古越龙山,8.98,0.97
603919,金徽酒,19.63,1.04
600845,宝信软件,20.17,0.74
003020,立方制药,27.66,1.05
000061,农 产 品,9.23,0.83
600586,金晶科技,5.81,6.67
603206,嘉环科技,16.92,1.09
603236,移远通信,92.71,3.31
603370,华新精科,46.09,2.91
002755,奥赛康,16.88,0.81
002771,真视通,15.24,2.01
000753,漳州发展,8.42,5.43
000503,国新健康,9.2,1.12
002791,坚朗五金,21.63,3.05
600419,天润乳业,9.42,0.83
000039,中集集团,9.44,2.78
603010,万盛股份,10.5,1.12
603011,合锻智能,24.82,26.14
002891,中宠股份,54.92,1.16
000519,中兵红箭,17.63,2.26
002371,北方华创,455.1,1.1
600969,郴电国际,9.56,2.72
603727,博迈科,14.28,1.18
002460,赣锋锂业,61.3,5.54
002032,苏 泊 尔,48.47,0.85
000426,兴业银锡,34.9,3.3
001367,海森药业,21.71,2.29
600026,中远海能,11.41,1.36
600356,恒丰纸业,8.4,1.31
600176,中国巨石,15.22,0.78
000707,双环科技,6.04,1.57
002466,天齐锂业,51.64,3.96
002701,奥瑞金,5.93,2.13
603136,天目湖,11.86,6.84
001395,亚联机械,44.84,10.82
603801,志邦家居,9.12,0.79
000917,电广传媒,9.33,5.05
000702,正虹科技,6.56,2.04
600332,白云山,26.03,3.31
600941,中国移动,104.36,1.77
002072,凯瑞德,7.18,1.69
000928,中钢国际,6.38,1.15
002068,黑猫股份,9.0,1.27
000153,丰原药业,6.33,1.5
600182,S佳通,15.57,1.57
603035,常熟汽饰,15.11,1.16
605177,东亚药业,18.18,1.45
002576,通达动力,16.59,1.73
600661,昂立教育,10.25,2.08
601218,吉鑫科技,5.1,4.59
600223,福瑞达,7.25,0.65
002014,永新股份,11.88,0.54
002449,国星光电,8.53,1.79
603060,国检集团,6.04,0.54
000688,国城矿业,23.53,2.7
601888,中国中免,79.2,1.44
002734,利民股份,15.63,2.72
002396,星网锐捷,29.48,3.88
002242,九阳股份,10.32,1.76
603166,福达股份,15.13,1.53
600379,宝光股份,11.85,1.99
002544,普天科技,32.5,11.68
002514,宝馨科技,6.97,4.65
002209,达 意 隆,15.17,2.39
601318,中国平安,63.91,1.02
603061,金海通,133.52,3.45
002657,中科金财,26.56,2.8
000663,永安林业,7.95,10.81
600584,长电科技,36.82,1.88
002864,盘龙药业,32.0,6.09
002155,湖南黄金,21.22,2.6
603199,九华旅游,34.88,1.0
002171,楚江新材,12.2,5.68
000973,佛塑科技,11.86,12.88
000551,创元科技,11.5,3.47
603466,风语筑,9.29,1.85
600611,大众交通,5.46,0.8
002249,大洋电机,10.4,3.4
002174,游族网络,11.54,2.0
600698,湖南天雁,8.95,1.07
603978,深圳新星,26.14,7.49
000735,罗 牛 山,10.44,22.2
002965,祥鑫科技,38.32,4.32
000032,深桑达Ａ,19.41,2.03
600975,新五丰,5.88,1.33
600770,综艺股份,5.15,0.99
000890,法尔胜,5.87,13.16
002819,东方中科,27.24,0.95
002952,亚世光电,21.0,3.43
601963,重庆银行,10.91,0.66
002861,瀛通通讯,19.27,3.56
600283,钱江水利,9.13,0.65
603172,万丰股份,17.41,3.21
600694,大商股份,17.62,2.27
002107,沃华医药,6.15,1.61
002612,朗姿股份,19.23,2.59
600744,华银电力,6.28,4.4
600589,大位科技,7.21,3.17
002593,日上集团,6.08,11.76
603381,永臻股份,19.97,1.23
601086,国芳集团,10.25,2.45
600268,国电南自,10.97,6.04
600127,金健米业,6.85,4.02
600580,卧龙电驱,42.15,3.5
000541,佛山照明,6.08,0.51
600118,中国卫星,52.1,8.76
000768,中航西飞,24.11,0.62
603607,京华激光,25.85,2.82
002977,天箭科技,41.95,17.57
600713,南京医药,5.07,2.58
002025,航天电器,45.3,4.54
600828,茂业商业,6.44,6.11
002920,德赛西威,113.51,2.28
000045,深纺织Ａ,11.96,1.18
000524,岭南控股,12.02,1.93
002007,华兰生物,15.28,0.81
002747,埃斯顿,22.0,1.78
000788,北大医药,6.42,5.54
603810,丰山集团,15.5,1.36
002492,恒基达鑫,7.98,3.12
001313,粤海饲料,8.19,1.38
000915,华特达因,33.02,2.73
000932,华菱钢铁,5.37,1.76
002472,双环传动,41.18,2.32
000425,徐工机械,11.31,1.14
600692,亚通股份,7.26,2.15
002351,漫步者,12.35,0.91
000831,中国稀土,45.75,1.81
002328,新朋股份,6.7,2.71
603601,再升科技,8.43,19.81
002998,优彩资源,7.37,1.86
603202,天有为,93.5,3.51
000989,九芝堂,9.1,1.11
603307,扬州金泉,39.11,3.26
001201,东瑞股份,14.49,1.12
600468,百利电气,6.67,7.44
000716,黑芝麻,6.05,2.28
601226,华电科工,8.0,1.55
002729,好利科技,16.12,8.48
002243,力合科创,9.44,1.19
600302,标准股份,10.91,7.43
600576,祥源文旅,5.98,5.95
000589,贵州轮胎,5.03,1.8
603037,凯众股份,13.76,3.1
000951,中国重汽,17.05,0.52
002598,山东章鼓,10.82,1.67
603706,东方环宇,19.48,0.55
002698,博实股份,16.83,3.18
002456,欧菲光,10.53,1.79
003003,天元股份,13.35,6.08
605318,法狮龙,50.3,1.5
000533,顺钠股份,8.72,14.5
603058,永吉股份,9.2,6.97
002427,尤夫股份,6.09,1.18
002261,拓维信息,30.9,4.93
002637,赞宇科技,10.1,2.33
001207,联科科技,23.58,1.29
000572,海马汽车,9.16,15.53
600997,开滦股份,5.82,1.43
600561,江西长运,6.33,3.12
001221,悍高集团,57.75,4.94
001208,华菱线缆,16.34,2.01
603262,技源集团,28.17,4.65
002241,歌尔股份,29.55,2.16
600285,羚锐制药,21.59,2.17
002490,山东墨龙,6.46,3.62
600826,兰生股份,10.55,1.03
002541,鸿路钢构,15.6,1.09
603004,鼎龙科技,22.62,3.98
600706,曲江文旅,11.45,11.23
002358,森源电气,5.61,5.61
601699,潞安环能,12.39,2.52
002376,新北洋,7.24,0.98
600211,西藏药业,42.15,0.73
600585,海螺水泥,22.16,0.78
000571,新大洲A,6.56,11.99
603079,圣达生物,16.8,1.52
603052,可川科技,32.12,3.69
603301,振德医疗,68.1,1.91
603700,宁水集团,12.54,1.88
000514,渝 开 发,5.11,2.35
002596,海南瑞泽,6.33,14.3
601133,柏诚股份,15.0,18.33
600929,雪天盐业,5.78,0.66
600235,民丰特纸,6.37,1.88
002298,中电鑫龙,10.4,6.77
600966,博汇纸业,5.87,1.94
002226,江南化工,6.01,0.96
000610,西安旅游,12.49,4.96
603045,福达合金,19.39,1.97
000636,风华高科,16.65,3.93
002136,安 纳 达,11.58,9.58
600635,大众公用,6.92,3.85
600838,上海九百,8.5,3.74
603626,科森科技,12.17,5.23
000885,城发环境,13.54,0.82
600155,华创云信,6.82,2.69
002361,神剑股份,6.78,7.44
002883,中设股份,10.78,3.11
603698,航天工程,25.55,9.21
600774,汉商集团,9.0,2.27
002730,电光科技,14.97,1.22
600292,远达环保,12.95,2.58
002176,江特电机,9.38,3.67
600571,信雅达,14.96,1.15
002727,一心堂,12.56,1.43
002150,通润装备,21.61,10.32
600172,黄河旋风,6.4,4.91
600405,动力源,5.3,1.3
002039,黔源电力,18.37,0.76
002691,冀凯股份,8.04,2.12
600965,福成股份,5.32,1.47
603231,索宝蛋白,18.47,1.93
603336,宏辉果蔬,8.88,1.53
605108,同庆楼,19.41,2.49
601033,永兴股份,15.06,1.03
000999,华润三九,28.28,0.81
603097,江苏华辰,27.39,2.98
600435,北方导航,14.16,1.72
002126,银轮股份,35.19,3.5
600053,九鼎投资,19.5,2.21
002293,罗莱生活,9.42,0.68
600363,联创光电,60.06,5.06
600531,豫光金铅,10.92,5.13
000837,秦川机床,12.3,1.28
605158,华达新材,7.84,0.86
605319,无锡振华,20.89,0.71
002491,通鼎互联,5.74,5.07
601155,新城控股,13.8,0.63
603311,金海高科,11.73,1.64
600858,银座股份,6.14,9.85
601179,中国西电,9.08,4.89
603137,恒尚节能,13.88,1.96
000988,华工科技,78.18,6.47
601608,中信重工,6.71,1.29
002671,龙泉股份,5.12,4.53
000019,深粮控股,6.85,3.38
603170,宝立食品,14.15,0.57
603983,丸美生物,33.13,0.62
002515,金字火腿,6.54,3.39
000525,红太阳,5.88,1.17
002574,明牌珠宝,5.46,2.18
002955,鸿合科技,29.8,1.68
002702,海欣食品,8.09,28.88
002703,浙江世宝,12.15,1.23
603334,C丰倍,43.09,7.0
603596,伯特利,46.37,1.35
600628,新世界,7.4,3.17
600859,王府井,14.23,3.18
002115,三维通信,11.04,7.59
605058,澳弘电子,29.79,3.55
002478,常宝股份,8.33,15.03
603022,新通联,9.58,2.55
603179,新泉股份,66.23,2.34
600420,国药现代,10.25,0.61
003038,鑫铂股份,15.21,1.49
603619,中曼石油,22.05,1.64
601231,环旭电子,24.18,1.26
603001,奥康国际,8.59,1.51
600985,淮北矿业,11.35,1.37
603578,三星新材,11.73,1.64
600573,惠泉啤酒,11.85,13.09
000037,深南电A,8.53,2.13
603201,XD常润股,16.63,0.54
003007,直真科技,32.88,1.83
002317,众生药业,20.77,4.95
600138,中青旅,9.43,1.91
605287,德才股份,25.9,2.53
601038,一拖股份,14.33,3.81
603709,中源家居,23.84,7.41
603348,文灿股份,19.28,1.58
603168,莎普爱思,7.66,2.34
002416,爱施德,11.76,1.47
605118,力鼎光电,28.62,0.66
600111,北方稀土,46.59,2.07
002016,世荣兆业,6.06,1.14
002825,纳尔股份,12.08,8.63
002968,新大正,11.24,1.86
002099,海翔药业,5.95,0.69
600760,中航沈飞,53.63,1.36
601689,拓普集团,69.1,2.51
603269,海鸥股份,13.55,11.05
600616,金枫酒业,5.27,1.58
002996,顺博合金,7.06,2.11
001324,长青科技,18.22,2.4
002240,盛新锂能,29.99,10.62
002836,新宏泽,17.32,4.26
603218,日月股份,12.98,1.08
603222,济民健康,9.18,2.43
002337,赛象科技,6.26,2.56
002026,山东威达,14.1,3.1
600819,耀皮玻璃,8.03,1.11
001279,强邦新材,34.86,1.71
600143,金发科技,17.9,1.9
600487,亨通光电,20.92,2.66
603026,石大胜华,73.5,7.99
603330,天洋新材,7.44,1.66
600835,上海机电,27.92,1.55
002681,奋达科技,6.69,2.4
603629,利通电子,27.54,4.74
600105,永鼎股份,21.88,25.66
000920,沃顿科技,12.0,1.0
002642,荣联科技,8.23,1.6
002780,三夫户外,14.49,8.38
603171,税友股份,49.15,0.88
000529,广弘控股,5.97,1.71
601007,金陵饭店,7.64,4.94
603730,岱美股份,7.83,0.63
603039,泛微网络,49.51,0.53
600841,动力新科,6.38,1.39
603191,望变电气,15.18,3.57
600916,中国黄金,8.04,0.82
002611,东方精工,18.2,6.25
603108,润达医疗,14.92,1.28
600679,上海凤凰,13.93,4.24
003018,金富科技,18.5,18.52
002401,中远海科,15.6,0.73
603527,众源新材,10.88,2.95
603186,华正新材,43.51,3.22
601555,东吴证券,8.93,0.63
002290,禾盛新材,41.95,1.61
002144,宏达高科,12.27,3.83
603112,华翔股份,18.33,1.55
