Code,Name,Latest_Date,Latest_Close,High_Price,Pullback_Percent,Pullback_Days
603323,苏农银行,2025-12-12,5.11,5.38,5.02%,30
600331,宏达股份,2025-12-12,10.7,11.96,10.54%,22
600350,山东高速,2025-12-12,8.98,9.56,6.07%,30
002023,海特高新,2025-12-15,13.03,13.58,4.05%,10
600346,恒力石化,2025-12-12,18.35,20.39,10.00%,25
603602,纵横通信,2025-12-12,14.47,15.15,4.49%,11
001387,雪祺电气,2025-12-15,14.46,16.52,12.47%,18
601966,玲珑轮胎,2025-12-11,14.83,15.78,6.02%,30
000554,泰山石油,2025-12-15,6.39,7.24,11.74%,28
002327,富安娜,2025-12-15,6.65,7.45,10.74%,27
002927,泰永长征,2025-12-15,19.47,21.23,8.29%,26
601808,中海油服,2025-12-12,13.75,14.95,8.03%,30
002627,三峡旅游,2025-12-15,7.04,7.05,0.14%,12
000635,英 力 特,2025-12-15,9.65,10.29,6.22%,26
605266,健之佳,2025-12-12,19.26,21.92,12.14%,28
000721,西安饮食,2025-12-15,9.76,9.89,1.31%,3
002083,孚日股份,2025-12-15,11.3,12.72,11.16%,28
601988,中国银行,2025-12-12,5.59,6.29,11.13%,21
603638,艾迪精密,2025-12-12,19.96,20.55,2.87%,7
001330,博纳影业,2025-12-15,12.02,13.35,9.96%,3
603999,读者传媒,2025-12-12,7.1,7.95,10.69%,14
600195,中牧股份,2025-12-15,8.02,8.2,2.20%,6
600888,新疆众和,2025-12-12,7.77,8.86,12.30%,29
603116,红蜻蜓,2025-12-12,5.64,6.43,12.29%,24
603600,永艺股份,2025-12-12,11.98,13.09,8.48%,9
002030,达安基因,2025-12-15,6.12,6.9,11.30%,28
600461,洪城环境,2025-12-12,9.76,10.02,2.59%,9
002166,莱茵生物,2025-12-09,8.7,8.91,2.36%,1
603055,台华新材,2025-12-12,8.92,9.29,3.98%,30
002655,共达电声,2025-12-15,12.21,13.28,8.06%,13
601117,中国化学,2025-12-12,7.49,8.11,7.64%,29
603237,五芳斋,2025-12-12,16.28,18.05,9.81%,29
000570,苏常柴Ａ,2025-12-15,5.63,6.2,9.19%,14
603928,兴业股份,2025-12-12,17.34,17.72,2.14%,1
601677,明泰铝业,2025-12-12,14.02,15.68,10.59%,29
000700,模塑科技,2025-12-15,11.05,11.26,1.87%,4
002103,广博股份,2025-12-15,9.07,10.1,10.20%,20
002238,天威视讯,2025-12-15,9.42,9.85,4.37%,7
603777,来伊份,2025-12-12,13.01,13.94,6.67%,29
601058,赛轮轮胎,2025-12-12,17.9,17.94,0.22%,2
603385,惠达卫浴,2025-12-12,6.64,7.39,10.15%,28
600100,同方股份,2025-12-15,8.58,9.18,6.54%,7
603682,锦和商管,2025-12-12,6.36,6.75,5.78%,3
600998,九州通,2025-12-12,5.08,5.22,2.68%,30
603439,贵州三力,2025-12-12,12.06,12.9,6.51%,28
603316,诚邦股份,2025-12-12,15.59,17.3,9.88%,29
603967,中创物流,2025-12-12,12.44,12.76,2.51%,3
600191,华资实业,2025-12-15,11.97,12.63,5.23%,7
002093,国脉科技,2025-12-15,12.13,13.59,10.74%,7
600203,福日电子,2025-12-15,13.56,15.72,13.74%,28
000001,平安银行,2025-12-15,11.51,11.94,3.60%,25
603132,金徽股份,2025-12-12,14.02,15.17,7.58%,25
002137,实益达,2025-12-15,8.78,9.48,7.38%,14
002600,领益智造,2025-12-15,15.19,15.7,3.25%,3
601198,东兴证券,2025-11-19,13.13,13.38,1.87%,21
603387,基蛋生物,2025-12-12,8.04,8.75,8.11%,28
600583,海油工程,2025-12-12,5.43,5.85,7.18%,30
605122,四方新材,2025-12-12,12.61,14.24,11.45%,25
600080,金花股份,2025-12-15,7.7,8.98,14.25%,20
603977,国泰集团,2025-12-12,12.54,14.2,11.69%,25
002732,燕塘乳业,2025-12-15,17.36,20.03,13.33%,17
000676,智度股份,2025-12-15,8.25,9.6,14.06%,21
600996,贵广网络,2025-12-12,11.15,12.6,11.51%,15
600727,鲁北化工,2025-12-12,6.81,7.88,13.58%,29
603096,新经典,2025-12-12,17.09,19.06,10.34%,24
600742,富维股份,2025-12-12,10.18,10.26,0.78%,2
603317,天味食品,2025-12-12,12.34,13.55,8.93%,29
600877,电科芯片,2025-12-12,15.37,15.83,2.91%,15
600371,万向德农,2025-12-12,8.9,9.58,7.10%,24
000829,天音控股,2025-12-15,11.0,11.46,4.01%,13
600234,科新发展,2025-12-15,11.87,13.18,9.94%,14
600722,金牛化工,2025-12-12,5.91,6.88,14.10%,29
603587,地素时尚,2025-12-12,12.59,13.43,6.25%,9
002669,康达新材,2025-12-15,14.1,14.75,4.41%,21
600229,城市传媒,2025-12-15,6.49,7.07,8.20%,27
600638,新黄浦,2025-12-12,5.57,6.46,13.78%,25
002712,思美传媒,2025-12-15,5.47,6.43,14.93%,21
002295,精艺股份,2025-12-15,12.31,13.63,9.68%,7
605056,咸亨国际,2025-12-12,18.89,19.83,4.74%,7
603819,神力股份,2025-12-12,11.03,12.25,9.96%,25
002923,润都股份,2025-12-15,12.64,14.29,11.55%,18
601890,亚星锚链,2025-12-12,10.44,11.7,10.77%,18
603029,天鹅股份,2025-12-12,17.91,20.51,12.68%,25
000685,中山公用,2025-12-15,13.18,13.6,3.09%,3
000505,京粮控股,2025-12-15,8.06,9.02,10.64%,20
002494,华斯股份,2025-12-15,5.14,5.96,13.76%,28
002660,茂硕电源,2025-12-15,9.46,10.46,9.56%,7
601111,中国国航,2025-12-12,8.37,8.85,5.42%,29
000713,国投丰乐,2025-12-15,6.75,7.1,4.93%,28
001376,百通能源,2025-12-15,14.44,14.7,1.77%,3
600523,贵航股份,2025-12-12,14.93,15.25,2.10%,2
002348,高乐股份,2025-12-15,6.7,6.77,1.03%,7
600802,福建水泥,2025-12-12,7.46,8.5,12.24%,25
600989,宝丰能源,2025-12-12,17.74,19.88,10.76%,30
600783,鲁信创投,2025-12-12,15.38,15.65,1.73%,1
603903,中持股份,2025-12-12,14.8,17.27,14.30%,11
001219,青岛食品,2025-12-15,14.1,15.21,7.30%,12
002297,博云新材,2025-12-15,10.2,10.3,0.97%,7
603987,康德莱,2025-12-12,8.46,9.52,11.13%,30
000978,桂林旅游,2025-12-15,6.56,6.89,4.79%,12
603886,元祖股份,2025-12-12,13.12,14.0,6.29%,4
601886,江河集团,2025-12-12,7.61,8.38,9.19%,25
600601,方正科技,2025-12-12,12.45,12.52,0.56%,1
002163,海南发展,2025-12-15,16.05,17.27,7.06%,5
600538,国发股份,2025-12-12,6.33,6.63,4.52%,4
002012,凯恩股份,2025-12-15,5.91,6.53,9.49%,7
603505,金石资源,2025-12-11,17.95,20.51,12.48%,28
002354,天娱数科,2025-12-15,6.36,7.17,11.30%,20
601607,上海医药,2025-12-12,18.05,18.41,1.96%,29
002999,天禾股份,2025-12-15,6.65,7.55,11.92%,28
603115,海星股份,2025-12-12,18.13,20.68,12.33%,28
002856,美芝股份,2025-12-15,11.8,13.32,11.41%,18
605151,西上海,2025-12-12,18.4,21.38,13.94%,24
600917,重庆燃气,2025-12-12,5.56,6.32,12.03%,28
002339,积成电子,2025-12-15,8.9,9.04,1.55%,6
002090,金智科技,2025-12-15,11.95,12.15,1.65%,10
000886,海南高速,2025-12-15,7.36,8.16,9.80%,5
603155,新亚强,2025-12-12,17.88,19.82,9.79%,16
603125,常青科技,2025-12-12,17.85,17.95,0.56%,11
600409,三友化工,2025-12-12,5.77,6.78,14.90%,25
603909,建发合诚,2025-12-12,12.35,14.1,12.41%,4
002651,利君股份,2025-12-15,12.07,12.33,2.11%,13
002917,金奥博,2025-12-15,12.85,14.39,10.70%,28
601339,百隆东方,2025-12-12,5.15,5.82,11.51%,25
603326,我乐家居,2025-12-12,8.64,9.61,10.09%,25
002271,东方雨虹,2025-12-15,13.4,13.47,0.52%,13
600057,厦门象屿,2025-12-15,8.61,9.11,5.49%,7
603042,华脉科技,2025-12-12,16.66,17.75,6.14%,2
002548,金新农,2025-12-15,5.4,6.07,11.04%,7
600956,新天绿能,2025-12-12,7.36,8.52,13.62%,25
000925,众合科技,2025-12-15,8.39,8.7,3.56%,7
600257,大湖股份,2025-12-15,6.38,6.99,8.73%,26
603327,福蓉科技,2025-12-12,12.75,14.53,12.25%,3
600833,第一医药,2025-12-12,12.88,14.98,14.02%,29
603976,正川股份,2025-12-12,19.38,22.48,13.79%,17
600579,中化装备,2025-12-12,8.52,9.71,12.26%,25
605339,南侨食品,2025-12-12,19.26,21.63,10.96%,18
002585,双星新材,2025-12-15,6.51,7.62,14.57%,7
002860,星帅尔,2025-12-15,13.88,16.08,13.68%,12
600499,科达制造,2025-12-12,12.76,13.98,8.73%,23
000756,新华制药,2025-12-15,15.91,18.15,12.34%,19
002438,江苏神通,2025-12-15,15.99,16.12,0.81%,3
603896,寿仙谷,2025-12-12,19.4,21.14,8.23%,28
000878,云南铜业,2025-12-15,17.36,18.61,6.72%,7
600789,鲁抗医药,2025-12-12,9.36,10.71,12.61%,28
603103,横店影视,2025-12-12,16.5,17.23,4.24%,11
605500,森林包装,2025-12-12,8.59,9.47,9.29%,24
605365,立达信,2025-12-12,19.95,22.3,10.54%,29
002566,益盛药业,2025-12-15,7.74,9.05,14.48%,11
001318,阳光乳业,2025-12-15,16.21,17.57,7.74%,14
600817,宇通重工,2025-12-12,10.78,11.78,8.49%,28
002723,小崧股份,2025-12-15,9.37,9.65,2.90%,5
000796,凯撒旅业,2025-12-15,6.96,8.17,14.81%,28
603028,赛福天,2025-12-12,7.55,8.68,13.02%,28
603598,引力传媒,2025-12-12,18.13,19.72,8.06%,2
002233,塔牌集团,2025-12-15,9.52,9.69,1.75%,4
600686,金龙汽车,2025-12-12,16.49,16.77,1.67%,2
000429,粤高速Ａ,2025-12-15,12.22,12.68,3.63%,12
002972,科安达,2025-12-15,11.6,12.8,9.38%,7
605183,确成股份,2025-12-12,18.76,20.72,9.46%,29
600613,神奇制药,2025-12-12,6.2,7.06,12.18%,28
002561,徐家汇,2025-12-15,8.75,9.13,4.16%,27
002117,东港股份,2025-12-15,13.19,13.62,3.16%,3
600597,光明乳业,2025-12-12,8.04,8.8,8.64%,29
601298,青岛港,2025-12-12,8.66,8.98,3.56%,28
601328,交通银行,2025-12-12,7.35,7.72,4.79%,17
603970,中农立华,2025-12-12,12.73,13.95,8.75%,25
002398,垒知集团,2025-12-15,5.88,6.85,14.16%,19
600557,康缘药业,2025-12-12,14.97,16.39,8.66%,28
002307,北新路桥,2025-12-15,5.75,5.92,2.87%,13
002795,永和智控,2025-12-15,6.55,6.94,5.62%,17
600643,爱建集团,2025-12-12,5.23,5.82,10.14%,28
603711,香飘飘,2025-12-12,14.01,15.73,10.93%,9
600919,江苏银行,2025-12-12,10.39,11.13,6.65%,30
600642,申能股份,2025-12-12,8.16,8.51,4.11%,15
600185,珠免集团,2025-12-15,6.83,7.68,11.07%,28
600874,创业环保,2025-12-12,5.77,6.64,13.10%,29
000301,东方盛虹,2025-12-15,9.81,10.3,4.76%,28
600595,中孚实业,2025-12-12,7.56,8.01,5.62%,7
603768,常青股份,2025-12-12,11.23,12.81,12.33%,25
002187,广百股份,2025-12-15,7.51,8.12,7.51%,6
603880,南卫股份,2025-12-12,6.16,7.2,14.44%,24
000419,通程控股,2025-12-15,6.06,6.54,7.34%,17
603738,泰晶科技,2025-12-12,16.15,17.18,6.00%,4
600509,天富能源,2025-12-12,8.77,9.31,5.80%,4
600354,敦煌种业,2025-12-12,6.59,6.73,2.08%,2
002905,金逸影视,2025-12-15,10.39,11.87,12.47%,17
000417,合百集团,2025-12-15,7.62,8.01,4.87%,6
002051,中工国际,2025-12-15,9.15,9.22,0.76%,10
601825,沪农商行,2025-12-12,9.34,9.54,2.10%,10
601665,齐鲁银行,2025-12-12,5.63,6.25,9.92%,30
600330,天通股份,2025-12-12,12.08,12.82,5.77%,1
002476,宝莫股份,2025-12-15,5.67,6.45,12.09%,14
002646,天佑德酒,2025-12-15,9.01,9.97,9.63%,28
002752,昇兴股份,2025-12-15,8.18,8.7,5.98%,6
603958,哈森股份,2025-12-12,14.89,16.49,9.70%,3
002909,集泰股份,2025-12-15,6.73,7.3,7.81%,28
000715,中兴商业,2025-12-15,6.27,6.66,5.86%,14
600869,远东股份,2025-12-12,7.89,7.95,0.75%,2
600739,辽宁成大,2025-12-12,11.27,13.02,13.44%,29
600459,贵研铂业,2025-12-12,16.85,18.71,9.94%,28
002465,海格通信,2025-12-15,13.25,13.33,0.60%,3
600366,宁波韵升,2025-12-12,14.25,14.65,2.73%,1
002516,旷达科技,2025-12-15,6.42,6.53,1.68%,3
603883,老百姓,2025-12-12,15.42,17.57,12.24%,28
002442,龙星科技,2025-12-15,6.33,6.88,7.99%,7
605186,健麾信息,2025-12-12,19.5,21.71,10.18%,24
002301,齐心集团,2025-12-15,7.43,8.58,13.40%,6
605567,春雪食品,2025-12-12,10.56,11.81,10.58%,25
603065,宿迁联盛,2025-12-12,8.42,9.04,6.86%,25
002692,远程股份,2025-12-15,5.26,5.68,7.39%,28
600526,菲达环保,2025-12-12,5.18,5.9,12.20%,25
603002,宏昌电子,2025-12-12,7.24,7.79,7.06%,22
001366,播恩集团,2025-12-15,12.87,14.83,13.22%,27
601377,兴业证券,2025-12-12,7.17,7.7,6.88%,4
600546,山煤国际,2025-12-12,10.24,11.76,12.93%,29
603073,彩蝶实业,2025-12-12,18.06,20.35,11.25%,24
603628,清源股份,2025-12-12,14.87,15.8,5.89%,25
001202,炬申股份,2025-12-15,15.3,17.21,11.10%,28
601238,广汽集团,2025-12-12,8.38,9.25,9.41%,14
601009,南京银行,2025-12-12,11.36,12.03,5.57%,10
600778,友好集团,2025-12-12,6.36,7.23,12.03%,25
002373,千方科技,2025-12-15,10.64,11.66,8.75%,20
603898,好莱客,2025-12-12,14.22,15.37,7.48%,21
603890,春秋电子,2025-12-12,16.48,16.8,1.90%,3
603113,金能科技,2025-12-12,6.15,6.92,11.13%,10
000686,东北证券,2025-12-15,9.37,10.43,10.16%,26
605599,菜百股份,2025-12-12,14.98,15.56,3.73%,10
600721,百花医药,2025-12-12,10.41,10.77,3.34%,7
601398,工商银行,2025-12-12,7.97,8.31,4.09%,17
603333,尚纬股份,2025-12-12,8.12,8.42,3.56%,17
002020,京新药业,2025-12-15,19.42,21.2,8.40%,21
600955,维远股份,2025-12-12,14.34,15.84,9.47%,25
603718,海利生物,2025-12-12,6.25,7.2,13.19%,4
600897,厦门空港,2025-12-12,17.8,20.81,14.46%,3
002787,华源控股,2025-12-15,11.79,12.93,8.82%,10
600796,钱江生化,2025-12-12,5.96,6.8,12.35%,29
