code,buy_date,sell_date,return
002432,2023-12-12,2023-12-26,-0.036803364879074624
002432,2024-02-19,2024-03-20,0.17823781873264333
002432,2024-09-27,2024-10-11,-0.04457274826789838
002432,2024-10-18,2024-10-24,-0.0032848427968090233
002432,2024-10-31,2024-11-15,-0.041116641419606116
002432,2025-04-01,2025-04-03,-0.027300541303836284
002432,2025-10-14,2025-11-04,0.0010065425264217198
002432,2025-11-10,2025-11-21,-0.06787330316742081
601187,2021-08-10,2021-08-13,-0.026109660574412556
601187,2022-02-11,2022-02-22,-0.03691275167785231
601187,2023-01-04,2023-01-31,-0.018181818181818153
601187,2023-02-23,2023-02-27,-0.02053388090349087
601187,2023-09-14,2023-10-09,-0.00204081632653075
601187,2024-04-01,2024-05-01,0.06223175965665237
601187,2024-07-17,2024-07-19,-0.013888888888888945
601187,2024-11-05,2024-12-05,0.08498023715415032
601187,2025-02-05,2025-02-21,-0.005617977528089934
601187,2025-03-07,2025-04-06,0.09057301293900188
601187,2025-05-15,2025-05-20,-0.030100334448160633
601187,2025-12-02,2025-12-05,-0.053735255570117976
002088,2020-08-03,2020-08-11,-0.028037383177570048
002088,2020-09-21,2020-10-21,0.005115089514066501
002088,2020-11-02,2020-11-30,0.27205882352941185
002088,2021-04-19,2021-05-10,0.006730769230769258
002088,2021-10-21,2021-11-12,-0.0022904260192394485
002088,2021-12-28,2022-01-12,-0.0514806378132118
002088,2024-04-01,2024-04-09,-0.043201133144475885
002088,2024-10-31,2024-11-22,0.006340579710144954
002088,2024-12-05,2024-12-26,0.017050298380221592
002088,2025-03-04,2025-03-27,0.04645048203330406
002088,2025-09-08,2025-09-26,-0.0070754716981131964
000596,2020-03-06,2020-03-09,-0.049141824751580826
000596,2020-11-06,2020-11-18,-0.02006819288845594
000596,2021-02-05,2021-02-22,-0.06720890410958899
000596,2021-07-05,2021-07-09,-0.05519598906107572
000596,2022-08-03,2022-08-23,-0.01070362473347544
000596,2023-01-05,2023-01-31,-0.04312278416901821
000596,2023-03-28,2023-04-12,-0.01342106246962515
000596,2023-05-08,2023-05-17,-0.06420867820416339
000596,2023-10-30,2023-11-10,-0.03619858369745372
000596,2024-04-26,2024-05-14,-0.010629921259842474
000596,2024-12-12,2024-12-16,-0.08929826322658364
000596,2025-11-04,2025-11-06,-0.02791139240506327
603739,2020-03-03,2020-03-09,-0.1011608623548921
603739,2020-07-23,2020-07-24,-0.04801567858892702
603739,2021-05-24,2021-05-28,-0.03731343283582102
603739,2021-06-07,2021-06-08,-0.011072261072261147
603739,2023-03-29,2023-04-11,-0.012756909992912808
603739,2023-08-17,2023-08-21,-0.056834532374100785
603739,2023-08-29,2023-09-07,-0.016224188790560517
603739,2023-10-30,2023-11-16,-0.03758865248226946
603739,2023-12-26,2024-01-04,-0.14329268292682915
603739,2025-04-01,2025-04-18,-0.05627705627705623
000582,2020-06-03,2020-07-03,0.1740139211136891
000582,2021-01-05,2021-01-07,-0.04184100418410045
000582,2021-04-19,2021-04-23,-0.038420490928495137
000582,2024-01-05,2024-01-08,-0.0303867403314918
000582,2024-05-09,2024-05-14,-0.01153846153846152
000582,2024-11-05,2024-11-14,-0.014157014157014085
000582,2025-03-10,2025-04-07,-0.02898550724637684
000582,2025-12-03,2025-12-09,-0.01880530973451327
002017,2020-07-03,2020-07-16,-0.006629834254143701
002017,2020-08-06,2020-08-27,-0.028836251287332762
002017,2021-05-11,2021-05-20,-0.04611650485436892
002017,2022-01-21,2022-01-25,-0.06740614334470997
002017,2022-07-21,2022-08-20,0.06828193832599111
002017,2022-08-26,2022-08-29,-0.04417670682730936
002017,2022-10-17,2022-11-09,-0.00680272108843523
002017,2022-11-22,2022-11-28,-0.16199649737302974
002017,2022-12-08,2022-12-16,-0.04705882352941188
002017,2023-04-24,2023-04-27,-0.10942492012779546
002017,2023-05-31,2023-06-30,0.09871244635193135
002017,2024-11-29,2024-12-17,-0.04570383912248629
002017,2025-07-17,2025-08-16,0.7572062084257206
002017,2025-10-17,2025-10-30,-0.09901365705614566
603176,2024-11-22,2024-11-27,-0.04372623574144478
603176,2025-04-24,2025-05-15,0.004301075268817112
600196,2020-02-06,2020-02-13,-0.05807200929152149
600196,2020-02-26,2020-02-28,-0.04522417153996102
600196,2020-03-19,2020-03-23,-0.06991988346686095
600196,2020-06-12,2020-07-12,0.0829794184906893
600196,2020-09-25,2020-09-30,-0.05761152230446094
600196,2021-07-19,2021-07-27,-0.08130636786007109
600196,2022-12-13,2022-12-22,-0.045929592959295974
600196,2024-04-29,2024-05-21,-0.011245674740484496
600196,2024-09-24,2024-10-24,0.124113475177305
603823,2020-02-19,2020-02-28,-0.06907378335949771
603823,2021-04-27,2021-05-06,-0.037037037037036966
603823,2022-09-07,2022-09-15,-0.07686335403726709
603823,2022-12-05,2022-12-09,-0.050426687354538424
603823,2023-01-05,2023-02-04,0.18211382113821126
603823,2023-03-31,2023-04-03,-0.041522491349480946
603823,2024-11-08,2024-11-15,-0.013306038894575128
603823,2025-03-27,2025-03-28,-0.030680728667305878
603823,2025-05-29,2025-05-30,-0.03689687795648066
603823,2025-08-14,2025-09-10,0.06245297215951844
603823,2025-09-29,2025-10-23,0.002680965147453145
603823,2025-11-04,2025-11-12,-0.17483238782877775
002761,2020-05-08,2020-05-14,-0.03502824858757068
002761,2020-06-18,2020-06-22,-0.0253623188405796
002761,2020-08-14,2020-08-20,-0.029315960912052262
002761,2022-02-07,2022-03-09,1.5906288532675712
002761,2022-05-05,2022-05-24,-0.11011101110111006
002761,2023-02-01,2023-02-16,-0.018885306310456016
002761,2024-10-31,2024-11-01,-0.02317880794701996
002761,2025-08-22,2025-08-27,-0.03434343434343433
000838,2020-09-18,2020-09-22,-0.06079027355623105
000838,2020-11-16,2020-11-26,-0.0034602076124568273
000838,2021-07-12,2021-07-16,-0.076158940397351
000838,2022-01-25,2022-01-27,-0.16073619631901845
000838,2022-03-01,2022-03-29,0.11425061425061421
000838,2022-05-13,2022-05-31,-0.1513002364066195
000838,2023-01-17,2023-02-10,-0.045217391304347786
000838,2024-01-15,2024-01-17,-0.060209424083769635
000838,2025-07-03,2025-07-29,0.013888888888888902
000838,2025-09-12,2025-09-22,-0.04498269896193783
600150,2021-05-10,2021-05-31,-0.039238315060588565
600150,2022-07-15,2022-08-14,0.2552301255230125
600150,2022-10-20,2022-11-10,-0.009720534629404698
600150,2023-04-14,2023-04-20,-0.029950083194675493
600150,2023-06-19,2023-07-12,0.003706199460916423
600150,2024-01-26,2024-02-25,0.08220534829976897
600150,2024-04-01,2024-04-23,-0.024324324324324288
600150,2024-05-13,2024-05-15,-0.03997895844292486
600150,2024-06-28,2024-07-25,-0.01738698460009925
600150,2024-09-30,2024-10-17,-0.08164739884393064
600150,2025-10-21,2025-11-10,-0.029209148525764738
