Code,Name,Gain_20D_Pct,High_Price,Latest_Close,Drop_Pct
000890,法尔胜,81.44,6.71,5.54,17.44
001330,博纳影业,69.63,10.97,8.29,24.43
002188,中天服务,53.64,8.22,6.34,22.87
001317,三羊马,54.63,62.92,53.36,15.19
605580,恒盛能源,51.62,35.67,28.15,21.08
002910,庄园牧场,60.90,16.01,12.20,23.80
601566,九牧王,50.77,18.68,15.46,17.24
002565,顺灏股份,76.83,17.86,14.68,17.81
600151,航天机电,71.72,19.37,15.90,17.91
002682,龙洲股份,74.31,10.38,8.27,20.33
600250,南京商旅,62.26,16.08,11.92,25.87
