Code,Name,Gain_20D_Pct,High_Price,Latest_Close,Drop_Pct
000890,法尔胜,81.44,7.82,5.83,25.45
002596,海南瑞泽,54.72,6.42,5.35,16.67
603709,中源家居,76.80,26.22,17.71,32.46
001330,博纳影业,89.09,12.90,10.07,21.94
002812,恩捷股份,50.96,56.00,45.19,19.30
002752,昇兴股份,50.71,8.32,7.03,15.50
603696,安记食品,99.38,23.80,20.20,15.13
002300,太阳电缆,85.12,12.94,10.67,17.54
002682,龙洲股份,110.21,11.94,9.25,22.53
002235,安妮股份,70.51,13.30,11.03,17.07
