Code,Name,Gain_20D_Pct,High_Price,Latest_Close,Drop_Pct
002853,皮阿诺,77.29,24.75,20.34,17.82
001330,博纳影业,69.42,10.97,7.94,27.62
002188,中天服务,53.64,8.22,6.26,23.84
605580,恒盛能源,52.99,35.67,27.23,23.66
002910,庄园牧场,60.90,16.01,11.93,25.48
601566,九牧王,50.77,18.68,14.91,20.18
603829,洛凯股份,51.11,31.36,23.60,24.74
600151,航天机电,54.71,19.37,16.45,15.07
600250,南京商旅,62.26,16.08,12.07,24.94
