Code,Name,Gain_20D_Pct,High_Price,Latest_Close,Drop_Pct
600179,安通控股,69.69,6.55,5.49,16.18
000551,创元科技,68.04,18.35,14.15,22.89
002596,海南瑞泽,51.29,6.73,5.34,20.65
603696,安记食品,61.23,29.57,21.21,28.27
605580,恒盛能源,61.66,30.70,23.16,24.56
603163,圣晖集成,62.83,92.99,70.16,24.55
002228,合兴包装,74.03,6.70,5.13,23.43
603829,洛凯股份,53.36,27.66,22.29,19.41
600693,东百集团,70.36,22.88,17.82,22.12
600865,百大集团,144.44,23.10,17.28,25.19
603929,亚翔集成,61.54,116.60,93.00,20.24
