Code,Name,Gain_20D_Pct,High_Price,Latest_Close,Drop_Pct
000551,创元科技,68.04,18.35,15.27,16.78
002596,海南瑞泽,51.29,6.73,5.62,16.49
603696,安记食品,61.23,29.57,23.57,20.29
605580,恒盛能源,64.35,35.67,23.31,34.65
603163,圣晖集成,62.83,92.99,74.70,19.67
002910,庄园牧场,60.90,16.01,11.70,26.92
603829,洛凯股份,51.11,28.26,22.79,19.36
600865,百大集团,145.48,23.10,19.20,16.88
603929,亚翔集成,61.54,116.60,94.36,19.07
