code,name,mode,Close,MA30_Value,Vol_Ratio,MACD_Signal,Stop_Loss,Take_Profit
002100,天康生物,模式一：底部反转启动型 (买入机会),7.34,7.28,2.37,Golden Cross,7.14,7.71
600186,莲花控股,模式一：底部反转启动型 (买入机会),5.81,5.62,3.10,Golden Cross,5.51,6.10
002697,红旗连锁,模式一：底部反转启动型 (买入机会),6.23,5.77,1.68,Golden Cross,5.66,6.54
600232,金鹰股份,模式一：底部反转启动型 (买入机会),7.73,7.14,2.37,Golden Cross,7.00,8.12
600399,抚顺特钢,模式一：底部反转启动型 (买入机会),5.72,5.41,3.00,Golden Cross,5.30,6.01
